10381_at,1809_at,196051_at,221303_at,2353_at,23670_at,26090_at,26157_at,29091_at,29968_at,306_at,3113_at,3117_at,400566_at,445_at,4683_at,54504_at,54674_at,54847_at,5744_at,60681_at,6595_at,666_at,7503_at,80321_at,84870_at,8572_at,9060_at,9446_at,9568_at,label
10.56,9.02,4.32,4.50,10.44,6.23,8.32,4.28,5.25,12.33,3.89,4.36,3.76,6.73,12.03,9.87,7.21,3.82,4.07,3.85,6.87,7.62,4.65,3.78,8.72,3.99,4.03,7.33,11.25,3.93,0.00
10.51,9.35,9.42,4.43,11.03,7.13,9.46,4.43,8.10,10.50,4.39,5.58,3.98,5.72,11.08,9.76,10.49,4.09,3.92,4.35,7.24,8.38,5.30,3.89,8.40,3.88,8.96,9.49,11.73,3.90,0.00
9.64,7.83,4.52,4.65,4.60,8.55,9.43,6.12,4.08,9.22,11.79,3.91,4.08,7.49,8.60,8.89,8.14,4.05,3.87,8.52,5.59,6.42,6.23,3.83,6.89,3.86,9.20,7.86,12.20,5.49,0.00
7.67,4.26,4.89,4.81,4.67,8.66,7.21,8.69,3.80,11.35,4.24,12.18,4.49,5.38,8.32,10.08,4.34,4.42,4.24,4.13,5.14,9.00,4.13,3.98,9.37,3.91,4.04,4.34,11.84,4.16,1.00
10.44,9.10,7.91,4.31,4.42,8.21,8.96,4.67,6.05,11.82,11.85,4.11,4.02,7.42,6.84,10.04,4.26,4.05,4.48,8.08,7.47,8.03,8.44,3.81,7.77,3.95,4.55,11.20,12.22,4.21,0.00
8.87,10.26,7.55,4.63,5.72,8.90,8.98,4.09,4.20,10.38,10.49,3.76,3.85,6.44,5.72,9.11,4.27,4.15,3.86,6.16,6.89,8.85,5.61,8.43,6.83,4.03,8.16,9.50,12.33,9.18,1.00
8.55,6.31,8.43,4.22,8.36,7.97,9.44,8.37,5.18,11.45,6.45,11.39,3.86,6.31,10.86,10.60,10.07,3.75,4.58,5.10,7.09,7.79,6.36,3.69,8.61,4.16,8.72,8.54,11.36,4.01,0.00
11.15,10.58,8.34,4.33,4.40,7.20,9.61,4.43,4.66,10.22,10.03,4.15,4.00,8.34,5.23,7.90,6.63,4.15,4.01,4.90,7.36,7.65,4.84,3.80,7.34,3.90,4.14,9.36,12.37,5.12,0.00
10.10,7.26,9.41,4.23,5.74,10.84,8.71,5.35,6.05,11.57,4.24,10.17,4.28,7.31,5.58,9.33,4.52,3.91,3.87,5.40,6.14,7.51,7.53,3.68,7.55,3.88,8.71,9.57,11.76,5.39,0.00
7.81,7.58,3.89,4.30,9.08,8.15,7.60,6.25,4.21,10.75,9.48,4.00,3.81,9.07,12.12,8.59,7.64,3.94,3.84,8.78,4.73,8.66,7.83,3.67,8.07,3.94,8.79,7.54,11.34,4.25,0.00
10.08,4.54,5.41,4.41,6.94,8.91,9.68,3.75,3.72,11.93,11.97,8.97,3.74,7.79,7.01,9.29,5.37,4.23,3.85,6.21,5.80,7.52,8.21,3.90,7.45,3.87,7.44,9.57,12.85,4.50,0.00
6.38,4.02,4.48,4.58,10.25,9.01,9.82,7.25,3.80,10.29,11.70,4.08,3.90,8.53,11.65,8.89,11.76,3.92,3.98,5.77,4.96,7.03,8.38,3.76,6.10,3.92,4.01,9.47,12.15,4.10,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.93,4.46,4.50,4.49,4.74,4.08,7.02,7.20,4.60,10.13,4.71,11.80,9.57,6.17,6.06,9.95,4.09,4.78,4.19,4.20,4.64,6.51,3.97,4.09,9.20,4.29,4.26,4.56,10.98,4.53,1.00
9.71,4.94,4.28,4.20,6.27,7.11,9.10,3.76,4.39,10.42,11.15,4.04,4.00,5.88,8.35,10.06,5.20,4.06,8.99,3.94,4.61,6.65,7.42,3.80,8.40,3.55,5.27,4.60,10.40,4.20,1.00
11.58,4.13,7.89,4.73,7.55,7.92,9.17,4.16,4.16,10.84,4.24,4.25,4.14,8.20,9.58,9.65,4.28,4.27,4.16,4.32,6.43,5.44,8.50,3.91,7.35,5.07,4.70,7.83,12.15,4.36,0.00
