10855_at,11098_at,114907_at,129790_at,1728_at,22881_at,3214_at,341_at,4240_at,4255_at,4935_at,5243_at,5253_at,5580_at,6275_at,63898_at,7424_at,79668_at,83871_at,8910_at,label
6.85,13.09,6.16,5.42,12.14,4.27,7.13,5.43,7.18,3.76,4.05,3.67,7.76,4.87,10.15,7.92,10.19,4.56,10.27,9.85,1.00
4.23,11.46,4.69,5.05,10.91,6.41,6.65,5.22,8.89,5.20,5.34,3.92,8.04,6.95,14.32,7.08,10.65,4.56,10.95,9.48,0.00
6.80,10.08,6.53,5.99,13.42,5.38,7.94,8.61,7.00,4.16,3.68,3.72,8.43,8.03,9.29,4.45,7.84,5.89,11.81,11.25,1.00
4.80,5.01,4.43,5.71,10.39,4.62,7.89,11.32,6.40,8.16,3.82,3.93,8.13,6.23,9.13,7.83,6.14,7.49,11.80,4.54,1.00
6.33,11.12,4.27,6.59,12.15,5.21,8.17,7.33,6.03,9.37,4.21,7.42,7.36,6.23,7.38,7.38,7.87,6.63,11.39,12.33,0.00
5.44,4.40,7.06,6.05,9.81,4.49,7.35,7.17,7.17,4.10,4.04,5.60,8.23,7.91,12.40,4.96,4.11,5.84,4.79,10.05,1.00
7.19,5.80,7.59,5.71,12.27,6.51,6.13,6.00,5.65,8.02,3.90,3.83,8.10,10.09,10.81,7.53,5.78,7.83,5.49,11.90,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6.47,9.57,7.57,6.84,13.77,6.19,6.53,5.76,6.97,8.09,3.93,4.11,8.68,9.75,5.95,7.45,3.95,4.32,9.63,9.09,0.00
9.13,10.36,9.07,7.66,12.83,4.26,7.98,6.35,6.75,8.22,4.16,3.86,8.23,5.64,8.29,5.86,8.57,5.06,10.75,11.09,1.00
6.26,12.70,4.31,8.94,10.84,5.26,7.06,11.63,8.57,9.86,5.49,8.04,7.01,7.84,9.32,7.46,4.59,4.59,4.37,10.16,0.00
5.95,11.76,7.05,6.29,13.25,6.94,6.87,6.15,10.17,4.40,3.92,3.96,8.21,8.52,12.78,4.84,5.14,7.04,10.83,11.74,1.00
5.14,4.54,4.30,5.76,12.65,4.21,6.37,13.54,6.02,8.93,5.34,10.24,7.11,7.16,12.72,5.63,4.17,4.18,8.09,10.46,1.00
6.02,8.39,4.70,7.41,13.54,5.83,6.53,9.53,9.41,9.84,4.24,6.50,7.35,6.04,10.15,7.73,8.86,5.99,11.30,11.95,0.00
7.72,10.66,6.76,5.61,10.72,4.36,6.08,6.01,8.92,7.37,3.75,3.74,8.65,5.44,10.30,7.17,10.93,6.76,11.10,11.97,1.00
6.82,8.36,5.27,6.58,11.82,6.35,7.47,8.37,6.43,6.67,5.76,4.88,7.79,6.72,7.79,7.53,4.73,6.90,8.39,10.08,0.00
5.10,10.98,8.51,6.20,10.44,6.27,7.27,5.97,8.98,4.82,4.27,3.78,7.95,5.59,6.63,5.47,12.08,6.35,9.54,11.62,0.00
5.28,10.37,5.03,6.12,12.83,4.43,6.51,5.07,6.44,4.11,3.93,6.61,8.68,7.27,13.39,4.90,7.47,6.82,11.18,10.85,1.00
8.31,9.20,4.79,6.63,12.51,4.52,8.82,6.69,8.07,9.55,3.84,4.08,8.49,8.04,14.75,6.31,4.30,6.09,4.19,4.31,1.00
7.07,10.65,4.58,6.63,12.70,4.16,7.26,6.93,6.02,9.22,4.15,3.98,8.05,6.70,13.61,6.63,3.98,7.50,4.39,4.53,1.00
5.63,13.47,4.51,5.88,11.12,4.35,7.49,5.10,6.86,7.48,6.92,4.90,9.59,9.45,10.33,7.52,4.26,7.69,4.37,4.20,1.00
6.89,12.11,5.45,7.48,10.58,6.59,6.07,6.93,6.38,8.68,4.07,8.49,8.73,6.27,9.74,7.40,9.52,5.75,4.37,9.42,0.00
5.67,9.64,5.44,8.20,8.81,4.27,6.51,10.22,7.61,7.99,4.03,3.77,7.52,7.92,6.46,7.62,4.09,5.75,10.65,6.47,0.00
7.40,9.96,4.31,7.89,9.57,6.30,6.83,8.28,8.72,8.73,7.11,6.75,6.84,5.69,8.45,5.94,8.34,6.12,10.77,10.53,0.00
7.77,10.60,4.80,5.67,11.06,6.90,8.22,5.98,8.99,8.46,4.20,3.60,8.07,5.24,12.08,6.31,8.14,7.42,10.50,12.00,0.00
4.34,8.39,5.11,9.35,9.41,4.38,7.75,6.71,5.72,4.78,3.99,3.91,8.74,7.67,11.19,5.24,7.17,7.54,4.33,4.71,1.00
5.43,5.99,4.48,8.82,9.68,6.02,6.83,5.78,11.28,9.87,4.66,3.99,7.70,5.25,5.64,5.40,3.89,5.15,10.09,8.96,0.00
5.78,4.58,4.56,7.15,5.82,4.67,7.48,6.08,6.48,8.43,4.37,3.95,9.43,9.70,6.21,5.10,4.15,8.23,7.89,10.62,1.00
7.81,11.60,4.51,6.45,12.92,6.04,5.81,9.67,7.52,9.25,4.05,3.57,7.98,7.28,7.97,7.37,8.23,6.66,11.38,11.27,1.00
9.16,8.83,5.40,6.67,11.92,3.94,8.48,8.36,6.15,8.87,3.83,3.91,7.95,7.21,11.41,7.29,3.98,6.26,9.06,4.42,1.00
