1026_at,11098_at,1362_at,1728_at,22835_at,4734_at,4879_at,57194_at,57464_at,80212_at,label
7.04,13.09,6.94,12.14,7.67,7.95,4.16,5.83,6.38,9.05,1.00
9.52,11.46,8.82,10.91,7.31,8.82,6.34,4.67,5.16,9.07,0.00
6.78,10.08,8.51,13.42,5.81,8.92,3.61,4.51,6.43,7.97,1.00
7.57,5.01,8.97,10.39,9.45,7.76,4.05,4.95,6.08,7.63,1.00
9.67,11.12,8.04,12.15,7.36,8.20,4.07,8.44,8.28,10.06,0.00
9.87,4.40,9.42,9.81,5.44,7.32,4.20,4.65,5.36,5.70,1.00
6.11,5.80,9.86,12.27,6.92,7.46,4.19,4.85,4.96,7.06,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6.99,9.57,7.86,13.77,8.84,8.19,4.00,4.46,7.14,7.84,0.00
7.14,10.36,7.21,12.83,7.41,8.67,4.09,4.61,5.62,8.80,1.00
5.31,12.70,9.61,10.84,8.19,7.99,11.92,4.27,5.87,6.78,0.00
10.54,11.76,8.53,13.25,8.15,8.14,3.57,4.56,10.50,7.80,1.00
9.28,4.54,9.25,12.65,7.54,7.34,5.10,7.69,6.02,9.29,1.00
10.05,8.39,10.35,13.54,8.70,6.66,3.94,5.35,5.15,8.62,0.00
8.61,10.66,9.38,10.72,8.25,7.70,4.39,7.71,6.64,8.38,1.00
6.66,8.36,9.10,11.82,7.67,8.88,3.89,5.01,5.89,8.35,0.00
7.24,10.98,9.00,10.44,7.75,8.22,3.86,4.49,7.43,9.48,0.00
8.30,10.37,8.39,12.83,8.46,7.42,4.07,4.62,5.60,7.90,1.00
5.78,9.20,8.95,12.51,4.80,6.29,4.19,4.73,6.92,8.25,1.00
6.63,10.65,9.55,12.70,5.70,6.84,4.32,4.53,7.68,7.46,1.00
10.78,13.47,10.67,11.12,5.01,8.58,4.09,4.32,6.70,8.72,1.00
9.82,12.11,9.46,10.58,8.63,7.23,5.07,6.32,8.23,6.63,0.00
6.49,9.64,8.45,8.81,7.60,8.10,4.39,4.21,6.18,4.01,0.00
5.01,9.96,6.87,9.57,6.46,5.05,6.24,4.35,4.92,8.55,0.00
6.84,10.60,9.42,11.06,10.29,7.85,3.95,4.87,6.52,9.14,0.00
9.48,8.39,11.22,9.41,4.82,8.35,3.82,4.58,10.49,8.97,1.00
5.03,5.99,7.82,9.68,9.99,7.29,4.29,4.29,5.27,9.74,0.00
7.59,4.58,7.64,5.82,7.88,6.82,3.76,4.49,6.44,7.14,1.00
7.95,11.60,9.15,12.92,8.19,10.42,4.17,9.27,8.26,8.22,1.00
9.62,8.83,8.44,11.92,5.74,7.43,3.94,4.31,6.66,4.69,1.00
6.68,4.89,7.49,6.13,7.49,6.03,4.10,4.70,4.79,9.07,0.00
7.54,4.84,7.66,6.04,8.16,6.20,3.95,4.84,5.11,8.91,0.00
7.36,9.72,9.33,10.15,8.05,7.24,4.92,7.31,5.22,8.61,0.00
8.59,8.58,8.87,10.88,9.07,7.94,3.80,5.09,4.08,8.16,0.00
5.33,4.36,11.32,7.02,8.02,8.61,3.89,4.60,4.98,4.89,1.00
7.26,8.50,7.77,12.72,7.14,7.47,4.32,4.51,6.04,7.14,1.00
5.58,7.73,10.33,13.05,8.23,6.23,4.74,4.61,6.00,4.99,1.00
6.41,9.88,8.83,10.08,8.20,5.04,4.36,4.43,4.34,7.76,0.00
8.71,8.94,8.56,11.07,9.01,7.39,4.01,8.20,8.44,8.93,1.00
9.95,12.42,9.08,11.92,8.63,7.41,3.99,5.03,5.43,10.09,1.00
6.81,11.56,9.06,8.54,8.42,8.71,4.84,4.60,5.97,9.78,0.00
4.65,9.87,9.13,8.73,5.07,6.80,4.10,4.31,4.91,8.66,0.00
9.31,6.39,6.28,11.60,8.12,5.86,4.46,4.94,5.69,9.24,0.00
8.27,10.94,9.15,12.43,7.87,7.32,4.08,4.46,5.87,6.86,1.00
9.35,10.20,10.58,12.03,8.20,8.20,3.87,4.61,7.46,8.06,1.00
9.11,10.18,10.16,12.42,4.95,7.54,4.43,4.43,7.77,7.00,1.00
6.48,12.11,7.27,11.35,7.26,7.12,4.04,4.29,6.10,7.69,0.00
8.45,9.52,8.99,9.67,8.09,7.43,4.20,9.33,7.95,7.82,0.00
7.52,11.42,9.22,11.34,6.40,6.91,3.76,4.06,6.18,7.94,1.00
9.29,11.60,9.19,12.12,4.90,7.82,5.35,4.30,6.84,8.37,1.00
8.99,11.84,8.39,8.16,4.85,6.81,7.57,4.17,7.29,7.46,0.00
4.76,7.17,7.38,7.06,7.45,8.35,4.01,4.37,5.80,8.30,0.00
8.25,4.89,9.52,12.64,8.25,7.38,4.52,5.01,5.64,8.68,1.00
5.17,4.66,7.58,6.84,5.68,3.58,4.29,4.75,6.14,8.55,0.00
7.08,13.27,8.26,11.23,6.25,10.19,5.14,8.73,4.72,7.04,0.00
6.91,5.28,8.90,11.75,7.80,7.61,3.90,4.43,6.76,7.35,1.00
7.25,11.79,8.28,12.05,7.59,8.66,3.89,4.48,8.43,9.51,1.00
10.67,12.11,8.84,11.42,7.57,7.35,4.06,8.33,5.85,9.91,0.00
10.02,10.99,9.27,11.98,7.46,8.35,4.01,8.15,6.11,9.68,1.00
11.16,9.56,8.70,12.35,7.62,7.53,3.81,4.53,6.04,8.95,1.00
10.60,11.81,7.98,13.14,7.52,7.59,4.02,6.86,7.76,9.06,1.00
9.93,11.75,7.68,10.35,7.74,7.55,6.53,4.62,6.91,8.54,0.00
9.95,12.44,8.51,12.57,7.53,7.92,4.10,5.07,7.57,7.36,1.00
5.95,7.51,8.37,12.45,4.81,6.44,4.41,4.88,5.62,7.94,1.00
4.75,4.69,9.05,7.34,8.29,5.58,4.18,4.72,6.51,6.19,1.00
6.87,9.15,7.11,10.41,7.39,6.56,4.29,4.58,7.02,9.30,0.00
8.94,10.36,9.03,12.43,6.75,7.60,4.35,4.96,5.70,8.78,1.00
6.82,11.21,10.62,8.35,8.65,8.50,3.96,7.60,5.63,8.39,0.00
6.41,11.30,9.24,13.45,8.18,8.16,4.01,4.15,7.72,9.19,0.00
9.26,7.40,8.91,11.75,4.98,6.52,3.88,5.65,7.41,6.45,1.00
7.79,4.53,8.42,7.29,8.99,6.47,3.95,4.58,6.21,8.25,0.00
8.32,8.10,9.66,11.58,8.39,6.25,3.98,4.50,6.30,7.95,1.00
9.58,11.26,7.71,10.70,8.23,8.33,12.40,6.10,7.59,8.83,0.00
9.22,10.83,9.36,5.00,8.62,7.37,3.88,5.29,7.24,9.63,0.00
6.15,12.42,9.83,4.82,6.70,7.24,4.30,7.08,6.38,8.06,0.00
8.45,9.26,9.16,13.10,6.60,7.39,4.30,4.52,5.25,7.54,1.00
8.64,12.17,8.06,9.91,8.12,7.52,4.60,7.55,7.05,8.10,0.00
7.21,10.68,7.75,10.92,8.41,6.36,4.60,7.67,5.22,8.25,0.00
7.00,11.84,8.22,10.54,7.83,6.49,4.49,6.01,4.09,8.37,0.00
9.88,6.99,9.32,12.38,8.62,7.41,3.99,4.59,6.26,7.63,1.00
7.72,4.70,8.11,6.09,9.32,4.75,4.25,4.70,6.07,7.52,0.00
6.93,9.25,8.20,11.40,6.91,7.90,4.03,4.10,6.83,5.99,1.00
10.61,4.25,8.99,7.04,6.41,4.32,3.98,4.62,4.15,6.75,1.00
8.85,4.32,8.10,9.54,8.43,7.74,4.14,6.15,4.97,8.23,1.00
6.82,5.11,9.73,8.26,7.60,8.13,3.84,5.70,7.32,9.27,1.00
8.16,5.20,7.53,7.14,9.35,6.61,4.31,4.61,6.60,8.60,0.00
5.25,6.52,7.99,7.73,8.42,7.41,4.04,8.69,4.60,8.76,0.00
6.49,10.85,6.90,10.39,9.65,3.71,5.27,4.46,4.34,9.69,0.00
9.80,9.56,8.85,10.54,6.77,10.61,3.80,4.58,6.30,8.73,1.00
10.40,11.75,9.24,11.32,7.39,9.84,4.19,7.58,5.54,9.68,0.00
4.52,4.16,9.06,10.79,5.73,6.49,3.96,4.76,7.01,8.11,1.00
4.91,4.66,10.24,6.90,7.34,4.10,4.12,4.33,6.21,7.72,1.00
10.09,13.57,9.14,10.56,7.72,8.49,4.39,7.59,6.05,9.18,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.54,8.96,8.32,11.81,4.50,7.57,3.83,4.35,6.83,8.66,1.00
10.32,10.93,8.05,10.82,7.47,7.79,4.23,4.24,5.60,8.55,1.00
7.31,11.26,8.44,9.59,4.53,5.60,3.72,4.52,4.34,9.07,0.00
8.32,7.03,8.27,8.80,8.02,6.44,4.26,4.45,5.46,8.39,0.00
6.59,10.34,8.38,12.24,5.00,6.08,4.31,4.74,6.10,5.70,1.00
8.58,11.83,7.77,13.45,6.97,8.93,4.13,4.42,7.20,8.54,1.00
9.63,9.90,8.82,12.76,5.80,9.19,4.31,4.94,5.44,8.95,1.00
8.80,4.74,9.31,10.17,5.05,6.93,4.13,4.80,5.24,8.63,1.00
7.46,11.95,8.74,13.39,8.64,8.21,4.72,4.65,6.71,7.23,1.00
7.82,11.96,8.03,8.35,9.51,6.37,8.27,4.55,5.95,9.23,0.00
6.77,8.50,9.94,12.51,5.23,7.48,3.91,4.55,6.30,7.68,1.00
9.56,10.81,8.45,11.66,4.95,6.97,4.97,4.70,6.96,8.04,1.00
8.23,8.58,8.24,12.70,8.06,9.88,4.14,4.70,6.17,7.48,1.00
9.85,11.47,6.77,11.53,8.19,7.77,3.93,4.47,4.46,8.28,0.00
7.50,10.74,7.17,10.00,9.70,7.73,4.06,4.40,6.48,8.68,0.00
7.18,9.57,7.94,11.72,7.49,8.81,4.17,8.33,8.09,8.17,0.00
