10584_at,10964_at,11167_at,116362_at,116372_at,1266_at,149111_at,1528_at,1604_at,203427_at,219285_at,23199_at,258010_at,27075_at,3082_at,401261_at,4060_at,51170_at,51473_at,5266_at,55740_at,55790_at,5799_at,5950_at,6304_at,64426_at,6999_at,8572_at,9353_at,9590_at,label
4.14,4.20,10.64,5.08,8.43,11.43,4.58,10.65,9.01,8.84,5.05,5.55,10.15,11.72,4.08,4.17,3.51,8.94,3.74,8.84,6.81,4.88,6.78,4.42,5.24,7.01,3.86,9.20,7.33,11.23,0.00
4.17,4.07,4.30,3.92,3.80,9.86,3.58,8.45,4.60,3.76,5.12,8.56,8.80,11.75,4.13,7.14,3.75,8.41,3.86,4.20,8.42,4.47,4.95,4.07,10.99,8.37,4.24,4.04,7.06,11.01,1.00
3.90,4.32,10.04,3.96,3.91,10.45,3.66,4.41,4.28,8.79,4.89,8.78,5.94,9.80,12.04,6.40,6.99,11.39,3.90,4.09,8.60,3.62,4.27,3.84,10.15,7.54,3.74,5.30,10.55,6.90,1.00
4.08,4.21,10.50,5.09,5.67,10.25,3.81,9.15,4.83,3.51,4.15,8.55,9.06,12.89,3.84,6.62,3.20,7.94,10.44,4.28,8.36,4.21,5.32,4.02,5.15,8.05,4.00,5.42,9.63,9.41,1.00
4.41,3.88,3.83,3.97,4.03,3.88,7.51,4.13,7.67,3.86,6.72,10.87,7.76,9.28,3.81,7.26,3.37,9.37,4.13,3.99,3.81,8.38,7.83,4.09,10.77,8.71,3.63,4.00,4.57,4.77,1.00
4.65,3.69,3.89,3.71,3.74,4.07,3.77,9.44,8.80,8.56,8.59,10.61,9.61,10.68,3.95,6.53,3.42,8.61,3.98,4.38,4.61,6.97,4.11,4.17,4.38,8.50,3.78,4.08,4.37,4.69,1.00
4.01,3.94,10.39,4.11,4.11,11.75,3.76,4.29,7.12,7.52,4.50,8.98,3.80,10.91,4.01,5.49,3.33,10.51,3.72,4.50,7.19,3.72,4.98,4.09,4.18,7.80,3.87,4.12,4.81,4.68,0.00
4.25,10.23,4.27,4.15,3.99,8.00,5.52,11.18,9.84,9.20,7.77,8.53,10.70,3.87,3.72,6.29,3.42,9.09,3.81,4.38,3.87,3.90,4.70,4.14,4.23,7.11,3.86,4.05,4.29,4.68,0.00
3.73,3.72,9.06,3.57,4.30,8.51,4.73,11.13,7.60,3.97,3.81,10.44,10.26,13.63,3.69,6.10,3.39,4.10,6.08,6.24,8.39,3.76,6.28,4.00,8.55,7.29,3.80,5.27,5.04,4.55,0.00
4.07,4.14,6.05,3.62,8.48,11.03,6.34,10.48,10.14,7.77,6.18,7.62,11.07,12.57,3.76,5.10,3.61,9.85,3.75,4.25,8.19,7.71,4.40,4.03,5.60,7.21,4.77,3.90,7.29,8.96,0.00
4.15,5.54,4.79,4.19,9.75,10.16,4.46,9.21,9.55,8.88,3.83,8.35,9.48,11.31,3.83,6.08,3.30,11.24,7.24,5.75,6.72,10.14,3.97,3.95,4.25,6.74,7.79,3.91,4.85,9.03,0.00
3.87,6.23,12.42,4.31,5.46,11.19,7.14,11.52,11.00,10.00,7.34,7.16,10.36,10.27,3.87,5.77,3.39,10.79,3.88,4.14,6.58,5.31,4.35,4.17,8.71,6.91,4.06,7.36,6.82,7.70,0.00
4.17,4.01,4.70,4.02,4.39,11.29,4.32,11.89,8.27,9.11,3.91,10.37,9.07,13.18,3.95,6.57,3.29,3.79,6.02,4.23,8.70,3.82,4.98,4.08,8.45,7.29,3.89,4.03,5.37,4.55,0.00
3.95,4.00,6.13,6.61,6.37,11.08,6.43,10.59,12.23,8.54,4.90,7.50,10.61,11.10,3.68,5.93,6.65,8.77,3.79,4.13,7.87,9.57,4.69,3.89,8.08,6.81,3.68,7.98,6.53,7.95,0.00
3.83,3.73,3.89,4.06,4.10,4.40,4.10,9.56,10.50,7.32,5.92,11.35,9.86,7.95,3.92,7.44,3.52,11.19,3.78,4.05,4.26,3.79,4.21,3.97,8.26,8.61,3.73,3.83,4.08,4.22,1.00
4.32,4.54,4.63,3.90,4.08,7.44,4.31,11.11,4.51,8.88,7.45,9.76,10.10,11.16,3.88,9.43,4.03,11.36,3.96,4.48,5.25,8.40,7.77,4.67,5.84,8.40,3.90,4.08,4.60,4.48,1.00
3.89,3.92,3.70,3.97,8.62,10.78,3.78,10.91,10.27,9.60,6.39,9.10,9.75,11.44,3.78,5.93,7.23,9.60,4.24,8.99,7.15,9.92,3.99,3.89,8.65,7.78,4.97,4.04,6.34,5.26,0.00
4.29,4.18,3.73,4.08,4.22,4.12,3.79,6.92,9.42,9.04,8.59,8.58,9.98,11.32,3.90,8.23,3.29,8.44,4.11,4.41,5.78,7.97,8.63,4.15,7.66,6.66,3.69,4.18,4.13,8.72,1.00
4.07,5.25,11.04,6.33,7.46,10.47,3.97,10.35,10.33,9.31,6.20,8.28,8.30,12.11,3.90,5.29,3.21,9.09,3.66,9.87,7.14,3.86,4.34,5.10,8.14,8.20,4.24,4.21,5.62,9.19,0.00
3.93,3.84,13.15,9.33,4.08,10.40,3.84,9.48,7.71,8.87,3.99,8.18,4.09,8.37,11.81,6.85,12.40,9.15,4.04,4.05,8.26,4.18,5.55,5.03,4.36,7.77,4.68,6.70,10.39,8.94,1.00
4.31,5.40,4.18,4.09,4.05,4.14,3.91,9.38,9.08,8.77,4.29,8.55,8.42,10.88,4.11,8.55,3.37,8.47,4.14,4.28,4.35,3.98,6.79,4.48,8.29,8.72,3.68,4.38,4.67,4.68,1.00
4.10,3.88,4.06,3.85,4.21,10.19,3.97,11.63,12.90,9.11,4.25,5.58,9.99,13.18,4.04,5.32,3.51,11.26,3.64,12.75,7.64,3.68,5.52,10.78,10.05,8.15,5.12,3.94,4.02,4.50,0.00
4.07,9.17,3.96,4.14,4.94,10.32,5.36,11.98,9.17,6.77,7.10,8.36,10.23,12.11,3.84,5.14,3.50,10.04,3.79,4.11,5.98,4.07,4.20,4.23,6.57,9.06,4.70,4.19,7.31,7.94,1.00
7.30,8.08,10.76,7.79,4.49,9.43,5.99,9.93,10.95,9.53,5.18,8.64,9.11,11.25,3.92,4.90,3.71,9.04,10.31,9.24,7.96,5.37,4.43,4.95,4.49,6.40,3.83,4.01,4.87,7.44,0.00
3.91,3.98,10.59,8.79,5.19,9.88,4.49,9.78,9.99,8.25,5.10,6.47,7.82,8.93,3.78,5.95,6.21,9.05,4.12,8.07,7.02,5.12,4.76,6.24,4.58,6.73,4.02,6.75,6.46,5.70,0.00
4.06,3.86,7.35,3.65,3.93,4.44,4.01,9.75,9.37,8.27,6.02,9.19,9.38,4.79,4.92,7.35,3.34,11.74,3.97,3.96,4.86,3.97,4.46,4.27,11.38,8.71,3.78,4.13,4.50,4.62,1.00
7.95,10.86,12.85,8.80,4.33,10.70,4.03,11.22,8.78,8.41,7.16,8.00,10.03,8.13,3.74,5.79,5.56,8.94,3.80,8.36,8.27,3.76,4.19,5.09,3.76,7.54,7.55,6.12,9.51,8.62,1.00
3.81,7.71,3.89,3.76,3.89,4.37,4.07,10.04,10.99,9.75,7.94,10.32,10.57,11.25,3.77,6.05,3.44,12.01,3.85,4.07,4.28,8.87,4.03,4.08,10.06,8.99,3.95,4.47,4.52,4.78,1.00
3.79,4.10,3.72,11.00,4.00,10.26,3.95,9.70,4.43,8.78,4.10,8.91,9.03,11.01,4.22,5.06,3.58,9.77,5.29,4.18,8.98,3.88,5.09,13.15,4.03,6.27,3.48,5.68,4.81,4.71,0.00
4.13,5.48,10.36,4.04,5.43,10.42,6.15,9.01,10.50,10.03,6.94,5.92,9.98,10.06,4.49,5.07,3.67,7.91,4.00,4.85,6.86,9.30,7.43,4.10,4.86,6.67,4.76,8.91,4.97,11.39,0.00
4.23,9.96,12.33,3.64,7.50,9.77,3.63,7.40,10.46,9.40,8.27,8.66,9.50,11.75,6.24,6.21,11.75,8.62,3.54,4.49,7.36,6.68,6.26,4.96,6.84,7.29,7.38,9.47,7.12,6.83,1.00
