10584_at,10964_at,11167_at,116362_at,116372_at,1266_at,149111_at,1528_at,1604_at,203427_at,219285_at,22835_at,23199_at,258010_at,27075_at,3082_at,401261_at,4060_at,4118_at,51170_at,51473_at,5266_at,55504_at,55740_at,55790_at,55900_at,5799_at,5950_at,6281_at,6304_at,6347_at,64426_at,6999_at,84302_at,84958_at,85453_at,8572_at,90293_at,9353_at,9590_at,label
4.14,4.20,10.64,5.08,8.43,11.43,4.58,10.65,9.01,8.84,5.05,7.44,5.55,10.15,11.72,4.08,4.17,3.51,4.45,8.94,3.74,8.84,5.29,6.81,4.88,7.12,6.78,4.42,14.37,5.24,3.43,7.01,3.86,7.72,6.11,4.02,9.20,6.02,7.33,11.23,0.00
4.17,4.07,4.30,3.92,3.80,9.86,3.58,8.45,4.60,3.76,5.12,9.03,8.56,8.80,11.75,4.13,7.14,3.75,4.48,8.41,3.86,4.20,3.93,8.42,4.47,9.72,4.95,4.07,5.54,10.99,3.71,8.37,4.24,5.25,7.34,4.30,4.04,4.24,7.06,11.01,1.00
3.90,4.32,10.04,3.96,3.91,10.45,3.66,4.41,4.28,8.79,4.89,9.45,8.78,5.94,9.80,12.04,6.40,6.99,4.44,11.39,3.90,4.09,6.57,8.60,3.62,9.22,4.27,3.84,5.68,10.15,3.54,7.54,3.74,8.73,5.79,4.06,5.30,8.46,10.55,6.90,1.00
4.08,4.21,10.50,5.09,5.67,10.25,3.81,9.15,4.83,3.51,4.15,8.51,8.55,9.06,12.89,3.84,6.62,3.20,4.29,7.94,10.44,4.28,3.89,8.36,4.21,9.29,5.32,4.02,11.28,5.15,4.86,8.05,4.00,4.38,4.99,9.65,5.42,9.35,9.63,9.41,1.00
4.41,3.88,3.83,3.97,4.03,3.88,7.51,4.13,7.67,3.86,6.72,9.15,10.87,7.76,9.28,3.81,7.26,3.37,11.68,9.37,4.13,3.99,4.04,3.81,8.38,9.89,7.83,4.09,4.96,10.77,3.66,8.71,3.63,4.79,7.34,4.18,4.00,4.11,4.57,4.77,1.00
4.65,3.69,3.89,3.71,3.74,4.07,3.77,9.44,8.80,8.56,8.59,5.44,10.61,9.61,10.68,3.95,6.53,3.42,4.58,8.61,3.98,4.38,4.80,4.61,6.97,5.08,4.11,4.17,11.83,4.38,3.81,8.50,3.78,4.62,6.97,10.79,4.08,4.16,4.37,4.69,1.00
4.01,3.94,10.39,4.11,4.11,11.75,3.76,4.29,7.12,7.52,4.50,9.83,8.98,3.80,10.91,4.01,5.49,3.33,4.63,10.51,3.72,4.50,4.27,7.19,3.72,8.31,4.98,4.09,12.80,4.18,3.64,7.80,3.87,4.67,4.38,3.75,4.12,9.27,4.81,4.68,0.00
4.25,10.23,4.27,4.15,3.99,8.00,5.52,11.18,9.84,9.20,7.77,8.64,8.53,10.70,3.87,3.72,6.29,3.42,8.48,9.09,3.81,4.38,7.79,3.87,3.90,9.06,4.70,4.14,5.79,4.23,3.75,7.11,3.86,4.44,5.29,3.80,4.05,9.37,4.29,4.68,0.00
3.73,3.72,9.06,3.57,4.30,8.51,4.73,11.13,7.60,3.97,3.81,9.11,10.44,10.26,13.63,3.69,6.10,3.39,4.48,4.10,6.08,6.24,5.10,8.39,3.76,9.81,6.28,4.00,12.42,8.55,3.84,7.29,3.80,4.78,7.13,3.82,5.27,7.34,5.04,4.55,0.00
4.07,4.14,6.05,3.62,8.48,11.03,6.34,10.48,10.14,7.77,6.18,8.15,7.62,11.07,12.57,3.76,5.10,3.61,4.44,9.85,3.75,4.25,9.26,8.19,7.71,8.68,4.40,4.03,13.96,5.60,5.12,7.21,4.77,4.34,4.54,3.93,3.90,4.29,7.29,8.96,0.00
