116372_at,1266_at,22835_at,5152_at,5266_at,55900_at,64426_at,7164_at,84302_at,9353_at,label
8.43,11.43,7.44,7.28,8.84,7.12,7.01,9.03,7.72,7.33,0.00
3.80,9.86,9.03,3.78,4.20,9.72,8.37,4.90,5.25,7.06,1.00
3.91,10.45,9.45,3.96,4.09,9.22,7.54,4.66,8.73,10.55,1.00
5.67,10.25,8.51,6.91,4.28,9.29,8.05,5.83,4.38,9.63,1.00
4.03,3.88,9.15,6.03,3.99,9.89,8.71,5.08,4.79,4.57,1.00
3.74,4.07,5.44,3.91,4.38,5.08,8.50,5.88,4.62,4.37,1.00
4.11,11.75,9.83,7.46,4.50,8.31,7.80,11.43,4.67,4.81,0.00
3.99,8.00,8.64,3.99,4.38,9.06,7.11,5.00,4.44,4.29,0.00
4.30,8.51,9.11,4.30,6.24,9.81,7.29,11.86,4.78,5.04,0.00
8.48,11.03,8.15,4.05,4.25,8.68,7.21,6.47,4.34,7.29,0.00
9.75,10.16,8.70,7.07,5.75,9.06,6.74,11.95,8.05,4.85,0.00
5.46,11.19,7.81,3.49,4.14,8.45,6.91,6.09,4.73,6.82,0.00
4.39,11.29,8.67,4.54,4.23,9.76,7.29,10.66,4.39,5.37,0.00
6.37,11.08,7.95,4.71,4.13,8.15,6.81,6.86,5.31,6.53,0.00
4.10,4.40,6.79,4.05,4.05,9.39,8.61,5.12,9.43,4.08,1.00
4.08,7.44,5.70,4.22,4.48,9.02,8.40,9.98,8.63,4.60,1.00
8.62,10.78,8.63,7.13,8.99,8.69,7.78,10.62,9.29,6.34,0.00
4.22,4.12,4.82,3.93,4.41,4.23,6.66,4.83,6.67,4.13,1.00
7.46,10.47,5.00,7.52,9.87,7.22,8.20,10.26,8.81,5.62,0.00
4.08,10.40,9.99,7.86,4.05,10.04,7.77,5.23,7.72,10.39,1.00
4.05,4.14,7.88,7.47,4.28,8.63,8.72,5.46,4.79,4.67,1.00
4.21,10.19,5.74,3.79,12.75,8.18,8.15,10.73,9.06,4.02,0.00
4.94,10.32,6.15,7.20,4.11,8.84,9.06,9.86,4.85,7.31,1.00
4.49,9.43,8.05,4.15,9.24,9.25,6.40,9.99,4.10,4.87,0.00
5.19,9.88,7.53,6.34,8.07,8.15,6.73,9.67,4.25,6.46,0.00
3.93,4.44,8.02,3.70,3.96,9.03,8.71,4.89,4.30,4.50,1.00
4.33,10.70,8.10,3.89,8.36,8.38,7.54,7.28,8.42,9.51,1.00
3.89,4.37,7.28,4.76,4.07,8.03,8.99,5.30,6.12,4.52,1.00
4.00,10.26,8.23,9.28,4.18,8.99,6.27,5.87,4.91,4.81,0.00
5.43,10.42,7.98,3.88,4.85,7.85,6.67,5.97,5.50,4.97,0.00
7.50,9.77,8.36,5.67,4.49,9.69,7.29,6.32,6.59,7.12,1.00
4.52,7.97,7.96,3.95,5.86,7.81,8.26,10.32,7.85,4.68,0.00
7.84,10.53,8.12,7.91,6.30,9.10,7.75,12.24,4.52,5.71,0.00
3.92,10.92,7.04,6.40,10.32,6.21,7.45,9.16,4.55,4.86,0.00
7.96,8.70,8.20,6.75,4.12,8.93,8.29,8.56,4.41,6.19,0.00
4.12,9.07,4.95,4.01,4.89,7.74,6.19,9.95,7.32,4.96,0.00
3.95,10.08,7.26,5.01,7.24,8.71,8.13,9.31,5.95,4.31,0.00
7.48,11.36,6.18,5.14,9.55,8.49,7.46,12.40,4.26,4.35,0.00
8.53,11.46,7.86,7.90,4.39,9.23,7.33,11.28,4.67,5.84,0.00
4.07,9.43,7.45,3.29,4.13,8.65,7.40,7.48,8.63,4.70,0.00
3.98,9.15,5.14,7.44,4.72,10.37,8.26,9.46,8.98,4.27,1.00
7.75,11.60,7.88,3.90,3.99,8.91,7.33,8.20,8.70,9.23,0.00
4.15,11.52,7.02,4.21,3.94,8.78,6.57,6.33,4.92,7.59,1.00
4.07,9.74,7.27,3.75,4.70,4.61,7.12,6.93,4.86,5.39,0.00
10.26,11.71,7.52,3.52,4.14,8.41,6.95,5.25,6.76,4.92,0.00
4.82,9.27,7.10,4.63,10.23,7.48,7.68,11.01,8.26,5.59,0.00
4.20,12.24,7.74,3.64,4.24,7.34,9.29,10.51,4.92,8.69,0.00
