121227_at,1278_at,158471_at,23312_at,2620_at,285016_at,3223_at,3303_at,330_at,340061_at,3514_at,375061_at,3848_at,388507_at,440498_at,4753_at,51313_at,55286_at,57415_at,6318_at,7699_at,7764_at,80183_at,83937_at,8531_at,871_at,9022_at,9143_at,94121_at,9760_at,label
6.79,4.24,3.94,10.03,4.06,3.86,7.73,12.25,9.10,6.34,5.31,5.16,3.60,6.31,8.50,4.63,5.80,11.23,9.44,3.72,7.47,9.42,4.03,4.41,12.36,9.04,8.29,5.24,7.03,3.53,0.00
7.24,4.06,4.32,10.15,11.78,3.83,6.85,5.17,9.26,7.78,5.35,4.20,3.70,8.51,7.23,7.73,4.12,4.90,10.24,3.82,7.73,10.73,4.08,5.09,12.31,7.88,3.80,5.89,3.92,3.57,1.00
9.12,4.41,4.27,8.21,10.77,3.35,4.49,5.14,8.53,6.94,14.52,7.91,4.03,4.31,7.28,6.70,4.16,5.24,4.06,3.78,7.05,10.55,5.87,10.71,11.28,6.93,3.97,7.37,3.43,3.58,1.00
8.04,4.26,4.16,8.07,5.71,3.67,4.38,4.49,6.52,7.90,14.46,7.59,3.89,4.22,3.55,7.58,4.10,4.62,9.57,3.73,7.84,10.47,4.23,8.50,12.21,6.33,3.89,5.41,3.76,3.88,1.00
7.97,3.81,4.17,7.15,3.72,3.51,6.94,4.53,6.27,6.96,6.05,6.57,3.69,4.11,7.71,6.71,6.49,6.78,10.61,4.09,7.81,8.20,3.94,4.82,12.57,10.33,4.47,6.38,4.75,3.66,0.00
3.53,4.22,4.30,9.22,3.82,3.60,4.35,11.43,5.14,10.17,6.60,5.39,4.16,8.22,7.98,4.34,3.81,3.98,4.17,3.74,8.28,8.75,3.99,7.16,11.99,5.76,3.77,5.34,3.84,8.44,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5.65,4.22,5.21,4.80,4.08,3.86,4.39,10.89,4.97,9.06,5.94,10.14,3.76,8.19,5.72,4.80,5.70,4.23,8.16,3.71,7.92,9.38,4.17,4.43,12.52,7.96,4.23,5.05,5.87,6.64,0.00
9.08,4.61,4.96,8.32,3.54,3.75,8.13,6.94,4.50,9.48,5.29,5.21,3.45,3.70,7.60,7.23,4.91,3.83,8.37,3.40,6.73,10.66,3.70,5.09,11.33,11.51,7.77,8.10,4.30,4.42,1.00
9.92,3.88,4.26,8.95,3.76,3.64,10.37,11.61,3.72,5.10,5.55,8.22,3.69,3.81,7.78,11.68,7.61,6.35,4.03,3.72,6.65,8.84,3.77,4.33,12.51,11.02,3.92,6.84,5.38,6.33,0.00
6.77,4.01,4.21,8.57,3.62,3.56,8.17,10.58,6.76,7.21,5.58,7.66,3.79,3.91,10.11,6.26,4.54,4.08,4.46,3.84,8.65,9.68,3.97,4.29,13.07,10.40,8.98,6.72,3.83,3.60,0.00
9.30,4.10,4.39,8.36,3.70,3.71,7.13,12.39,5.12,5.71,5.76,7.82,3.57,3.92,8.75,7.36,3.85,4.14,4.08,3.96,8.54,9.08,4.20,4.34,13.03,10.01,4.10,6.11,4.14,4.62,0.00
6.08,4.47,4.13,8.37,10.65,3.81,4.46,8.85,10.16,6.31,5.33,5.97,4.10,6.70,3.77,4.84,3.92,4.36,4.42,3.59,8.15,11.16,3.91,4.36,9.75,7.07,3.59,7.28,3.60,3.85,1.00
6.80,4.27,4.32,9.53,3.76,3.61,4.94,5.24,9.94,7.78,5.94,6.62,3.84,4.10,4.57,4.96,3.89,4.20,4.78,3.92,6.70,10.19,4.32,4.62,4.89,6.87,3.66,8.53,3.68,7.65,1.00
