10457_at,133_at,1824_at,284406_at,286343_at,3169_at,481_at,55757_at,84958_at,90161_at,label
9.18,10.99,4.16,8.90,9.03,6.07,9.70,7.52,6.22,4.03,0.00
3.93,11.32,4.33,8.47,4.85,9.26,9.36,7.13,4.33,3.92,0.00
3.77,4.53,4.13,9.35,4.21,4.27,8.62,3.68,7.34,4.17,1.00
4.29,10.25,6.99,4.26,7.59,6.10,11.78,7.46,4.85,4.13,1.00
8.77,8.74,3.98,4.49,6.10,4.82,11.31,8.17,3.87,3.82,0.00
11.62,6.62,3.95,7.30,5.71,5.02,10.91,7.89,4.00,3.95,0.00
9.74,8.74,4.46,7.67,4.25,4.47,10.69,7.86,4.85,8.20,0.00
4.31,8.47,3.96,8.25,4.56,4.29,7.42,6.30,4.99,4.51,0.00
8.56,4.99,4.15,7.34,4.51,3.80,5.65,7.60,6.97,3.95,1.00
7.46,9.13,4.39,8.78,6.00,7.29,10.35,6.61,4.38,4.52,0.00
9.29,9.87,9.53,5.90,7.81,11.78,11.97,7.49,7.44,4.22,1.00
4.05,12.79,10.64,4.73,4.74,10.46,6.31,7.39,5.41,3.99,1.00
6.54,4.46,5.53,6.67,5.02,3.92,10.24,7.65,5.29,3.63,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.01,7.27,8.64,5.92,7.77,12.18,11.93,7.04,7.13,8.98,1.00
4.55,9.77,6.41,4.41,7.23,10.27,11.76,7.38,6.57,4.35,1.00
4.91,11.30,7.42,5.39,4.84,10.71,12.15,7.37,6.33,9.66,1.00
12.41,11.42,4.29,8.52,5.93,4.32,11.31,8.20,4.54,4.51,0.00
6.58,10.32,8.35,6.36,5.24,5.73,9.31,7.23,7.80,3.84,1.00
9.12,11.39,8.17,4.49,6.49,9.08,12.51,6.97,8.65,8.42,1.00
9.59,10.09,9.83,6.62,9.00,8.92,12.18,7.78,6.73,9.62,1.00
5.93,7.08,8.97,4.47,9.38,10.74,13.16,6.70,6.27,10.26,1.00
8.08,7.17,7.17,8.48,10.45,12.19,11.98,7.81,5.82,3.95,0.00
11.85,11.35,4.11,7.78,8.47,4.29,9.63,8.18,4.54,4.21,0.00
4.15,4.90,9.33,4.90,7.13,10.05,12.06,7.95,6.95,9.98,1.00
4.10,4.80,8.61,7.86,4.76,5.28,10.32,7.16,4.59,3.93,1.00
6.38,4.73,4.01,9.23,4.68,3.98,4.62,7.10,6.98,3.65,0.00
4.47,10.38,8.44,4.57,9.96,4.55,11.68,8.45,7.80,8.33,0.00
12.57,5.72,5.20,4.44,4.81,4.32,11.39,7.81,5.32,8.98,0.00
4.01,9.25,7.27,7.48,5.31,9.15,11.36,6.82,7.33,10.61,0.00
6.40,8.79,7.04,8.78,6.37,3.83,11.71,6.95,4.76,4.04,0.00
9.05,9.41,5.27,9.48,7.73,6.31,11.59,7.39,5.21,3.82,0.00
5.90,6.23,5.17,7.65,6.21,8.04,12.49,6.75,4.51,7.94,0.00
6.23,4.15,4.24,4.74,6.67,5.20,11.00,7.20,4.15,3.89,0.00
9.81,12.55,4.80,7.65,4.71,5.59,10.80,7.90,4.28,3.62,1.00
9.22,9.11,8.73,5.67,5.31,10.43,10.75,6.54,7.54,9.30,1.00
12.91,10.64,5.36,7.36,5.94,4.01,8.40,6.97,4.41,8.17,1.00
8.37,11.83,4.10,7.84,9.10,4.05,10.19,7.27,4.69,3.67,0.00
6.84,11.31,5.24,8.03,7.49,3.91,11.67,8.89,5.01,4.04,0.00
6.15,11.87,4.11,6.47,9.37,6.31,11.18,8.04,5.75,5.82,0.00
7.26,8.11,9.50,8.43,10.42,6.09,12.68,7.93,5.11,3.95,0.00
11.99,11.12,6.40,6.45,5.60,10.61,9.03,5.81,7.80,8.45,1.00
7.40,10.09,9.08,4.30,10.22,11.30,12.27,7.05,7.08,9.03,1.00
9.31,9.20,8.75,6.66,6.79,11.95,13.29,6.83,8.72,10.80,1.00
9.58,11.61,7.97,6.65,8.82,11.08,12.96,7.51,7.93,11.36,1.00
3.94,10.12,6.18,5.54,7.04,9.95,12.20,8.91,5.54,10.32,0.00
4.19,5.51,8.29,6.32,7.60,10.57,12.44,6.61,6.86,10.31,0.00
11.64,8.34,7.93,6.68,6.24,7.54,10.74,8.71,7.37,8.39,1.00
5.19,10.55,8.16,6.96,4.62,7.32,11.41,8.07,6.27,3.63,1.00
6.06,7.69,7.55,4.52,4.95,6.09,12.12,7.70,6.49,3.96,0.00
10.70,9.27,4.37,9.39,6.07,4.23,13.29,7.44,6.88,3.86,0.00
4.67,5.61,4.41,8.45,5.97,3.92,7.37,7.14,5.56,3.77,0.00
4.84,9.04,7.41,7.70,6.18,11.26,13.14,7.92,4.81,9.81,0.00
4.97,9.60,6.45,6.84,5.73,6.06,10.43,7.28,5.45,9.29,0.00
4.20,8.98,9.80,4.57,8.47,8.98,12.07,6.10,8.42,3.75,1.00
7.68,11.61,3.99,8.04,7.48,4.40,10.28,8.35,4.28,3.87,0.00
10.93,12.15,4.01,7.15,8.31,7.63,10.92,8.10,4.72,4.11,0.00
12.54,6.01,4.58,4.91,4.97,5.18,11.60,6.94,5.80,8.23,0.00
13.23,8.06,4.14,7.21,6.71,4.74,9.73,7.53,4.71,4.14,0.00
4.15,9.09,7.54,6.58,8.23,9.62,11.61,7.13,6.59,9.70,0.00
11.94,9.83,4.09,6.89,7.42,5.60,11.41,7.28,4.45,4.13,0.00
3.75,7.74,7.70,4.21,6.63,8.92,12.79,6.08,7.92,3.64,1.00
