100652850_at,10161_at,10974_at,116496_at,154_at,1823_at,1960_at,200844_at,2294_at,355_at,3823_at,388692_at,4016_at,49854_at,51226_at,51260_at,5447_at,54495_at,55106_at,55619_at,5588_at,5698_at,57291_at,576_at,5935_at,7068_at,90141_at,90523_at,91607_at,9609_at,label
8.56,5.96,4.51,8.93,4.85,3.66,4.10,3.83,3.77,4.45,3.44,8.43,3.10,8.50,5.14,8.86,6.84,9.73,6.56,3.90,10.33,3.74,10.75,4.45,8.73,5.10,7.82,3.59,8.71,4.07,1.00
8.10,6.77,9.70,3.84,4.64,3.73,6.60,4.47,4.12,5.14,3.77,7.48,8.03,7.36,5.99,10.00,8.47,8.45,4.24,3.87,4.61,9.70,9.77,5.08,8.76,5.26,9.36,4.33,3.50,4.41,0.00
8.13,5.11,4.67,3.77,5.65,3.85,3.71,6.71,3.91,5.14,3.51,7.92,6.85,7.98,5.53,9.90,8.18,8.14,4.43,3.84,6.49,8.73,10.67,5.07,8.49,6.14,9.68,3.98,3.85,4.85,0.00
9.02,8.35,4.28,10.37,6.16,3.69,5.13,4.47,4.46,5.33,3.53,5.91,3.25,8.83,8.46,9.42,8.65,8.56,7.98,6.15,5.21,8.51,10.07,5.77,7.07,4.70,7.45,9.31,3.70,5.86,0.00
7.75,3.50,4.09,3.66,9.51,3.66,3.82,4.12,3.87,9.89,3.99,6.36,3.29,9.13,10.02,9.59,7.33,9.77,8.89,3.89,4.72,9.61,9.27,5.29,8.51,7.81,8.66,3.84,3.83,5.50,0.00
8.36,4.01,11.42,10.75,9.30,3.68,4.22,6.09,4.16,8.66,3.52,7.44,10.58,7.63,7.29,9.40,7.19,8.39,8.28,5.91,4.16,10.38,8.58,5.48,8.44,6.39,8.01,3.81,6.86,5.32,0.00
7.12,3.61,4.48,8.28,5.34,3.83,4.36,4.28,6.45,7.02,3.45,7.57,10.94,9.95,6.08,9.39,6.67,9.13,7.04,7.49,6.63,10.01,8.43,6.14,8.31,4.83,9.19,4.13,8.60,4.66,1.00
8.44,8.66,10.91,9.06,5.85,3.67,4.08,3.69,4.54,9.49,3.33,5.72,10.50,9.21,10.51,9.57,7.95,9.87,8.37,5.09,5.41,9.86,10.18,6.68,8.60,5.15,7.51,3.58,6.57,6.03,1.00
8.28,4.41,4.01,12.08,6.78,3.91,4.10,4.25,3.87,8.03,3.38,6.91,3.69,9.77,5.31,9.77,7.67,9.98,8.37,5.53,7.28,10.70,9.12,5.02,8.37,5.10,9.86,4.07,8.21,5.03,1.00
6.87,7.00,8.86,10.28,11.23,3.95,3.89,4.22,3.90,8.55,4.22,6.58,5.10,7.13,7.75,9.31,6.98,4.74,6.15,7.13,4.76,9.56,10.61,5.36,7.65,7.21,8.14,4.00,6.29,4.89,0.00
