100124700_at,100652898_at,10810_at,1281_at,146857_at,147381_at,147495_at,1604_at,1759_at,1827_at,1847_at,203413_at,256691_at,25797_at,29940_at,3216_at,375033_at,3759_at,401074_at,5090_at,54097_at,54532_at,57639_at,5793_at,64108_at,644246_at,8870_at,9540_at,9603_at,9760_at,label
7.24,5.96,5.88,3.95,6.22,4.51,6.70,9.91,5.99,7.01,5.30,3.68,3.60,3.49,5.38,6.56,3.80,4.16,4.10,8.47,6.51,6.83,5.26,6.79,6.41,6.24,8.40,5.14,4.09,3.88,0.00
4.01,12.73,9.51,4.12,3.49,7.18,3.94,9.57,7.69,9.14,10.34,3.31,5.08,4.58,7.43,7.36,7.61,5.99,7.57,9.48,3.61,7.35,4.69,8.63,4.88,4.85,10.95,8.36,8.48,4.01,0.00
3.44,9.16,9.01,3.78,6.67,3.74,3.94,10.72,7.96,8.40,7.89,3.35,3.63,6.61,7.79,4.29,4.18,3.98,8.11,7.94,3.51,5.84,4.81,7.33,4.88,5.69,6.10,5.01,6.16,8.38,1.00
3.38,13.41,5.28,3.76,3.59,5.79,4.79,7.28,8.71,5.00,6.37,3.53,3.61,4.43,8.66,4.62,4.90,3.95,5.42,9.06,3.46,6.33,4.43,9.82,3.95,5.07,5.89,9.42,3.54,6.30,0.00
3.54,5.42,7.64,3.88,5.72,4.23,3.92,9.35,7.35,6.53,7.70,3.53,9.31,9.70,11.06,7.71,4.08,4.59,7.85,9.29,4.12,7.31,4.50,7.65,5.16,5.84,12.65,9.65,7.55,4.75,0.00
3.80,13.38,8.09,8.79,5.02,3.88,3.85,9.91,5.51,8.68,6.54,7.91,5.86,3.35,10.35,8.76,3.75,4.19,5.59,8.77,3.60,6.45,4.88,8.09,6.46,7.83,12.27,7.88,8.93,4.68,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.05,9.70,8.47,3.71,3.70,4.01,4.26,9.31,9.27,8.68,9.63,3.32,5.50,3.68,8.14,8.99,3.82,4.02,8.11,7.67,3.76,7.76,5.34,4.31,6.54,7.07,12.05,6.52,7.18,5.23,0.00
7.18,8.90,4.89,13.47,3.68,6.02,4.18,4.30,6.86,10.85,6.39,3.91,3.49,4.43,9.94,10.30,3.54,3.95,4.36,10.61,3.95,6.57,8.87,4.49,4.10,4.99,12.31,7.14,4.77,3.60,1.00
3.50,12.58,4.86,3.85,3.51,7.43,4.03,7.02,4.97,8.63,9.21,3.26,3.71,11.10,4.67,3.84,3.71,4.38,4.22,7.87,3.90,6.69,5.13,6.96,4.56,8.75,4.43,7.31,7.35,3.85,1.00
