1303_at,23530_at,26040_at,284702_at,56474_at,8303_at,8910_at,9603_at,9849_at,9886_at,label
4.34,7.85,7.01,9.36,7.81,3.95,11.37,4.57,8.54,6.10,1.00
7.46,10.05,4.07,7.15,8.40,5.72,10.55,5.17,6.89,3.70,1.00
4.65,10.94,4.35,10.26,8.26,6.26,4.51,3.59,4.09,6.99,1.00
8.71,8.72,5.46,6.00,7.83,4.80,6.30,6.04,6.27,4.79,0.00
6.28,7.91,4.16,8.08,8.76,5.62,9.48,7.66,6.63,9.46,0.00
4.81,7.41,5.14,6.71,7.91,4.51,11.19,5.42,7.86,6.87,1.00
5.27,8.96,7.35,8.40,8.42,5.69,11.14,4.82,7.47,6.95,1.00
4.49,10.49,4.36,9.45,3.81,6.55,4.52,3.72,8.08,3.94,1.00
4.27,10.60,7.24,7.39,7.32,4.62,10.05,8.17,7.41,3.96,1.00
4.41,9.68,4.18,8.73,8.13,6.36,12.29,5.62,3.59,4.20,0.00
4.44,6.96,4.23,7.75,7.93,5.40,9.35,7.17,8.39,8.76,1.00
4.27,9.17,8.20,8.70,7.83,6.62,10.73,6.14,8.33,3.74,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4.48,9.20,6.57,10.24,8.59,5.85,10.01,4.17,8.51,3.71,0.00
8.12,5.51,6.60,8.93,7.42,5.82,9.09,4.36,7.13,3.97,0.00
4.27,8.58,4.34,6.78,8.68,5.29,10.46,7.45,9.11,9.93,1.00
6.64,4.05,5.66,5.57,8.11,4.49,7.32,8.27,7.85,4.42,1.00
8.61,7.99,4.25,7.50,7.73,6.14,10.86,8.02,6.49,5.59,0.00
4.56,9.57,4.98,7.47,7.81,4.96,10.61,8.74,6.94,7.06,1.00
5.81,6.16,5.05,8.35,8.66,5.78,7.16,4.75,6.43,4.86,0.00
4.66,8.72,4.19,8.77,7.53,4.68,11.67,9.31,8.11,3.53,1.00
6.80,9.28,6.63,9.53,8.05,4.90,10.85,5.89,6.66,8.15,1.00
4.13,9.98,3.99,10.18,7.74,5.46,4.31,5.69,8.43,4.25,1.00
5.11,9.09,4.42,7.96,9.00,4.74,9.20,6.55,8.17,9.21,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
7.39,9.34,6.70,7.52,7.68,6.08,9.42,6.86,8.10,5.88,0.00
6.52,9.07,5.71,7.80,6.63,5.41,11.73,6.12,6.51,5.18,0.00
10.09,8.96,8.79,8.72,6.67,4.22,11.76,4.23,5.89,8.39,0.00
4.26,7.48,4.28,8.11,8.34,5.65,8.96,5.62,8.74,7.62,1.00
4.77,9.04,8.58,7.84,9.00,6.37,10.62,6.05,8.35,3.90,1.00
4.31,8.57,7.08,9.70,8.86,5.67,9.77,5.18,7.77,3.65,0.00
7.37,7.46,4.25,7.76,7.94,6.17,8.86,8.25,6.61,3.90,0.00
7.97,8.38,5.21,8.27,9.72,4.66,10.43,7.64,6.50,7.04,0.00
6.63,7.72,6.10,7.64,7.26,5.21,11.83,8.77,7.70,6.39,1.00
4.45,9.92,4.17,7.76,7.72,6.11,4.80,6.80,8.14,4.77,1.00
4.94,8.69,6.28,7.97,8.23,5.92,10.33,8.67,6.25,8.06,1.00
4.87,9.95,7.57,5.99,7.49,5.79,11.03,6.26,7.17,7.32,1.00
4.49,6.95,4.17,7.78,8.08,6.01,9.75,9.02,7.88,10.30,1.00
11.72,4.24,4.01,7.09,9.30,7.30,10.57,3.55,7.91,4.80,0.00
5.04,8.40,5.96,6.66,7.69,5.70,11.55,8.53,6.55,4.37,0.00
6.82,9.06,4.72,8.95,7.70,5.85,10.71,3.67,5.78,7.22,0.00
9.66,9.00,7.38,7.41,7.14,6.19,11.43,7.32,6.47,6.65,0.00
10.06,9.57,6.63,7.60,6.47,5.32,11.37,6.93,7.35,8.61,0.00
6.29,9.23,4.19,8.05,7.00,5.75,10.90,4.47,7.38,4.26,0.00
9.09,9.18,10.45,9.38,7.95,6.60,7.66,7.63,7.37,7.19,0.00
6.22,7.76,4.81,9.21,7.37,6.27,11.32,6.69,7.55,5.82,0.00
5.30,9.19,6.59,7.69,8.33,6.10,11.94,5.35,8.24,6.27,0.00
4.39,9.17,3.89,10.00,8.02,4.72,9.92,4.87,7.30,4.87,0.00
5.36,5.60,3.93,7.61,8.15,5.91,10.73,8.13,7.51,3.87,0.00
5.93,4.07,4.96,8.29,7.48,4.89,4.46,8.02,7.09,3.73,0.00
8.21,8.08,6.80,8.68,8.57,6.54,10.18,3.94,9.55,5.08,0.00
4.34,8.60,5.55,8.89,8.56,5.69,10.91,6.92,9.66,8.20,1.00
4.52,8.29,4.22,7.10,8.42,5.39,11.00,6.72,8.43,9.49,1.00
6.64,6.59,4.96,5.79,7.34,4.85,11.11,6.57,7.87,6.07,0.00
8.20,8.79,5.27,7.78,7.30,4.43,10.19,6.64,6.12,6.61,0.00
6.44,9.92,4.89,10.63,7.57,4.85,9.23,6.71,9.62,5.35,1.00
8.27,8.15,4.92,6.81,8.27,5.86,10.88,5.65,6.80,7.53,0.00
8.41,8.92,5.90,6.15,7.76,4.86,12.06,4.83,6.00,7.36,0.00
8.54,8.63,6.98,8.10,7.72,7.40,4.08,6.36,6.75,7.66,0.00
7.18,11.49,8.63,8.44,7.17,6.00,9.98,5.72,7.56,7.74,1.00
4.41,8.71,5.95,7.60,8.00,6.15,10.32,4.81,6.38,6.58,0.00
7.33,8.59,6.80,7.35,7.30,5.33,11.40,7.10,6.22,6.44,0.00
6.80,8.02,5.14,8.41,7.04,5.73,10.03,6.10,5.74,5.49,0.00
6.93,6.51,8.00,5.25,7.76,4.74,10.52,9.13,7.90,5.96,1.00
4.30,8.19,4.21,8.80,7.61,5.73,4.15,7.91,8.16,5.72,1.00
4.72,9.40,4.36,9.53,4.91,8.09,9.41,3.26,8.00,3.78,0.00
6.78,8.86,4.28,6.00,8.35,5.05,9.72,9.02,6.43,3.83,0.00
4.54,7.42,5.85,8.05,7.28,5.57,10.74,7.93,5.87,4.96,0.00
5.73,8.29,5.08,5.43,7.15,4.53,10.93,8.96,7.88,5.74,1.00
4.54,7.82,4.28,8.24,4.57,4.80,6.95,6.67,8.19,4.50,1.00
4.84,5.76,6.62,7.61,8.80,5.97,12.19,5.75,8.39,4.26,0.00
4.20,9.06,4.07,6.40,7.88,4.49,4.12,8.19,3.80,5.24,1.00
8.15,8.61,4.33,6.89,7.99,5.77,11.05,6.08,5.99,6.22,0.00
7.45,10.07,7.00,10.22,8.10,4.92,10.05,6.96,7.03,7.49,0.00
4.89,5.60,6.32,8.21,8.73,5.92,9.86,6.54,8.35,7.56,1.00
7.75,8.67,8.41,8.62,8.83,5.48,9.81,6.74,8.15,5.85,1.00
4.60,9.23,3.98,10.02,8.06,6.89,10.91,4.76,7.91,9.29,0.00
4.45,10.14,6.12,10.94,7.05,6.93,10.71,4.09,9.23,6.21,0.00
9.29,8.96,6.83,9.11,7.92,6.16,9.43,7.43,6.05,7.55,0.00
4.59,7.65,4.14,9.00,7.36,5.55,4.77,4.78,7.52,3.87,0.00
4.47,9.44,10.92,9.10,4.17,5.56,9.45,6.62,7.86,5.60,1.00
4.37,10.51,7.81,9.84,7.66,5.48,4.25,4.58,8.50,8.08,1.00
7.64,10.23,5.82,7.95,7.54,4.72,10.09,9.27,7.92,7.17,1.00
4.53,8.77,4.32,7.69,8.82,5.58,3.82,7.46,7.75,6.96,1.00
4.73,9.43,8.91,8.68,4.82,4.57,3.83,7.11,7.43,4.46,1.00
9.31,8.09,7.12,7.59,8.05,6.56,11.53,5.78,7.75,4.43,0.00
