10129_at,1545_at,170712_at,2534_at,2627_at,5728_at,58480_at,90141_at,9603_at,9886_at,label
6.32,5.02,3.55,4.56,8.11,8.72,10.14,8.96,4.57,6.10,1.00
3.96,4.30,3.97,7.58,6.74,9.06,4.27,7.92,5.17,3.70,1.00
4.45,4.33,3.89,7.17,4.45,9.99,4.32,7.48,3.59,6.99,1.00
4.13,4.29,3.62,9.36,5.11,8.20,4.13,8.99,6.04,4.79,0.00
3.90,4.47,9.89,6.52,6.39,4.52,4.84,7.37,7.66,9.46,0.00
3.90,7.69,3.50,4.51,6.80,8.34,7.86,8.74,5.42,6.87,1.00
3.69,5.04,3.63,5.55,4.00,8.29,4.91,8.06,4.82,6.95,1.00
4.07,4.01,3.84,9.78,3.80,11.17,10.00,7.39,3.72,3.94,1.00
3.98,4.04,4.05,7.95,4.25,9.87,4.47,8.17,8.17,3.96,1.00
3.90,4.20,3.75,5.50,3.98,7.63,4.95,9.49,5.62,4.20,0.00
3.93,6.11,3.50,5.25,8.75,7.82,5.50,7.59,7.17,8.76,1.00
3.81,11.05,3.81,10.49,3.84,10.05,4.03,8.15,6.14,3.74,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4.30,4.10,3.71,7.27,4.51,8.84,3.89,7.75,4.17,3.71,0.00
4.09,9.62,9.05,5.57,5.50,6.80,5.14,9.45,4.36,3.97,0.00
7.67,4.10,3.60,4.12,7.42,8.13,5.96,8.78,7.45,9.93,1.00
3.76,9.22,3.38,4.06,4.73,8.54,4.41,8.62,8.27,4.42,1.00
4.05,10.48,3.62,8.56,9.28,8.12,3.94,8.61,8.02,5.59,0.00
4.69,6.34,3.70,7.69,4.89,8.77,6.09,9.44,8.74,7.06,1.00
4.70,7.76,3.64,3.98,9.34,8.43,6.84,9.70,4.75,4.86,0.00
4.12,7.50,3.75,4.26,7.00,9.43,8.38,10.07,9.31,3.53,1.00
4.43,4.44,3.61,7.08,4.43,9.66,7.50,8.50,5.89,8.15,1.00
6.11,5.83,3.54,5.46,3.93,9.24,4.14,7.82,5.69,4.25,1.00
7.07,4.25,3.85,8.84,4.26,7.75,4.45,8.10,6.55,9.21,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4.04,10.45,6.44,7.35,7.25,9.77,6.13,8.66,6.86,5.88,0.00
3.95,8.06,3.60,6.02,8.84,8.58,4.22,8.14,6.12,5.18,0.00
5.92,4.42,3.42,8.48,10.49,8.20,3.77,7.27,4.23,8.39,0.00
4.35,5.28,3.77,6.85,3.81,10.24,5.84,8.77,5.62,7.62,1.00
7.40,4.32,3.55,6.97,4.19,10.71,4.24,8.08,6.05,3.90,1.00
6.32,3.96,3.45,8.66,4.30,10.41,3.86,7.74,5.18,3.65,0.00
3.93,4.40,3.96,5.53,4.69,7.51,5.71,9.67,8.25,3.90,0.00
4.22,4.28,3.73,7.89,8.09,8.19,3.84,8.63,7.64,7.04,0.00
4.48,9.03,3.49,7.09,4.08,8.61,3.79,8.02,8.77,6.39,1.00
6.49,3.96,3.82,9.17,7.34,9.49,7.25,7.41,6.80,4.77,1.00
5.73,10.14,3.63,7.41,3.67,8.90,4.77,9.06,8.67,8.06,1.00
4.12,3.96,4.39,8.57,4.75,8.18,4.09,7.45,6.26,7.32,1.00
4.14,4.13,3.65,4.60,3.90,8.01,4.56,9.44,9.02,10.30,1.00
4.04,6.24,3.76,4.73,4.16,8.15,4.93,8.73,3.55,4.80,0.00
4.60,7.08,7.43,6.50,7.22,7.81,3.74,8.85,8.53,4.37,0.00
3.74,11.30,3.68,7.25,9.70,8.40,8.84,7.63,3.67,7.22,0.00
3.91,8.70,3.71,7.94,6.08,7.17,3.87,9.08,7.32,6.65,0.00
5.71,10.72,3.52,6.94,8.64,5.02,5.51,8.59,6.93,8.61,0.00
3.81,8.85,3.66,5.35,7.74,9.24,4.56,9.08,4.47,4.26,0.00
4.76,12.72,3.80,5.76,7.10,8.96,8.28,8.44,7.63,7.19,0.00
4.15,4.57,3.78,4.95,8.70,6.25,5.49,7.90,6.69,5.82,0.00
6.29,9.18,3.80,5.90,7.14,9.15,5.76,10.18,5.35,6.27,0.00
3.88,6.67,3.66,4.29,5.69,8.43,4.13,9.00,4.87,4.87,0.00
3.77,4.20,3.65,4.33,7.01,7.66,4.12,9.46,8.13,3.87,0.00
3.97,4.31,3.56,6.61,6.79,6.62,3.98,7.86,8.02,3.73,0.00
5.60,4.14,4.04,5.89,4.22,9.27,6.84,8.63,3.94,5.08,0.00
7.29,5.47,3.68,3.86,8.85,8.13,9.55,6.56,6.92,8.20,1.00
6.19,3.98,3.61,8.49,6.80,8.25,8.68,9.38,6.72,9.49,1.00
3.67,10.45,10.70,6.08,4.19,8.70,3.94,8.64,6.57,6.07,0.00
3.95,7.54,3.55,7.97,8.92,8.22,5.22,8.21,6.64,6.61,0.00
6.15,9.93,3.58,4.65,10.73,9.43,6.90,8.14,6.71,5.35,1.00
4.96,8.72,3.26,7.48,7.04,8.95,4.26,8.47,5.65,7.53,0.00
6.55,9.11,4.12,9.00,10.55,8.26,4.30,7.22,4.83,7.36,0.00
3.88,8.79,3.69,7.62,9.41,8.52,4.28,8.32,6.36,7.66,0.00
4.06,4.26,3.69,6.96,9.17,10.41,7.60,8.46,5.72,7.74,1.00
4.25,4.68,3.79,8.71,7.26,8.67,4.88,8.86,4.81,6.58,0.00
4.63,5.93,3.61,9.34,7.50,7.33,4.22,8.50,7.10,6.44,0.00
4.52,7.02,3.79,5.83,8.08,8.55,4.12,8.34,6.10,5.49,0.00
3.63,4.19,3.97,5.32,7.41,8.71,9.48,9.42,9.13,5.96,1.00
