100505715_at,100506965_at,10129_at,10202_at,10643_at,10974_at,1303_at,1380_at,1545_at,170712_at,1917_at,2207_at,2533_at,2534_at,2627_at,283120_at,3488_at,387914_at,3915_at,53335_at,54742_at,56271_at,56605_at,5672_at,57007_at,5728_at,57407_at,58480_at,5918_at,64092_at,6446_at,793_at,79652_at,81618_at,84267_at,8910_at,90141_at,9603_at,9886_at,9966_at,label
5.99,5.16,5.08,6.19,11.38,10.74,5.73,4.05,4.56,3.81,4.74,4.67,4.92,4.76,8.71,9.22,4.44,7.04,8.37,4.66,4.05,9.58,4.99,5.46,3.96,8.53,9.22,3.81,13.08,3.80,4.69,3.57,3.98,7.58,9.42,10.93,8.31,8.96,5.74,8.08,1.00
5.77,5.89,4.85,5.13,9.35,4.47,4.54,3.94,4.21,4.00,6.87,8.92,7.62,9.00,4.16,4.94,4.10,11.04,7.79,4.71,3.98,5.07,6.27,4.69,5.63,8.75,10.10,5.06,4.26,10.02,9.83,3.92,7.72,10.03,8.85,6.95,8.20,6.67,4.50,4.26,1.00
5.76,8.06,3.83,5.24,12.16,4.60,4.84,3.72,4.85,3.77,5.88,5.09,3.84,5.24,8.72,7.34,4.08,8.59,12.68,4.68,4.47,4.16,5.07,4.07,5.64,8.52,10.19,5.83,3.97,3.94,9.64,4.43,4.09,10.34,8.99,12.19,9.16,5.75,4.26,4.11,0.00
5.68,3.64,4.75,9.91,7.55,11.57,4.20,3.72,5.95,3.63,4.54,4.63,3.63,4.22,10.58,3.89,4.04,3.64,6.59,4.66,4.30,4.07,3.92,4.86,3.55,9.62,10.09,8.35,10.53,3.84,9.06,8.04,3.94,9.36,11.40,4.12,9.50,8.19,5.24,4.49,1.00
7.75,5.37,4.18,5.40,9.48,7.21,8.15,4.19,4.38,3.69,5.56,4.71,3.99,7.36,6.01,5.43,6.51,6.74,10.48,4.63,9.29,9.33,5.09,10.15,3.94,4.53,10.80,4.59,6.59,4.22,11.16,3.78,4.14,7.91,9.09,11.05,8.48,6.08,6.22,4.09,0.00
5.39,8.28,3.67,5.04,11.47,5.04,7.45,3.38,8.24,4.74,5.44,5.04,3.67,8.37,9.04,4.65,4.37,3.46,10.18,4.45,4.03,3.86,7.38,4.02,11.17,8.79,8.19,5.16,4.50,4.03,9.29,4.93,4.34,8.15,9.92,10.05,8.43,6.96,7.49,4.56,0.00
6.66,7.18,4.49,5.91,10.73,4.21,4.89,3.85,4.32,3.62,6.02,9.87,4.02,7.39,9.56,4.53,4.19,6.54,9.99,8.37,4.06,4.19,6.77,5.64,5.57,7.30,4.58,8.47,4.33,4.16,10.50,4.33,4.48,9.43,7.99,9.86,8.55,6.54,7.56,4.26,1.00
7.02,7.72,6.69,5.70,11.39,4.68,7.75,4.07,11.35,3.60,7.62,4.52,3.70,4.52,9.11,4.22,4.74,5.65,10.14,7.36,3.97,7.96,4.79,4.80,4.58,9.36,9.63,7.79,6.03,3.97,7.62,4.31,4.22,10.24,8.34,9.81,8.79,6.74,5.85,5.56,1.00
5.89,8.39,4.01,5.48,4.08,4.55,4.60,3.75,4.95,3.50,4.13,5.05,3.78,7.08,3.76,4.44,3.98,4.71,10.58,4.54,4.23,4.27,9.54,4.79,3.69,7.87,10.27,5.85,4.92,3.89,5.99,3.86,3.78,9.74,8.64,10.91,8.74,4.76,9.29,4.21,0.00
6.53,7.26,4.78,4.83,9.46,4.73,4.45,3.43,4.14,4.01,4.30,4.88,3.76,6.83,4.31,4.48,4.28,3.61,8.88,9.80,4.12,5.04,8.18,5.18,4.08,9.76,9.54,4.21,4.25,5.57,5.70,3.81,4.26,8.20,8.14,10.71,8.64,4.09,6.21,4.39,0.00
