10186_at,23066_at,27345_at,28231_at,4998_at,51170_at,57153_at,7298_at,83729_at,8501_at,label
8.18,4.44,7.05,8.27,7.73,8.40,6.73,13.31,9.52,6.26,1.00
8.01,5.12,5.28,5.41,7.70,8.75,7.07,12.80,4.30,5.71,1.00
4.43,7.07,5.16,8.40,8.69,8.41,7.25,13.21,3.91,8.17,1.00
7.96,7.23,6.24,4.78,7.06,10.61,7.04,12.37,10.98,7.48,1.00
4.18,8.79,10.25,6.39,7.98,10.03,8.03,13.19,4.09,5.11,1.00
9.63,4.63,8.39,7.62,7.67,6.21,7.24,11.82,4.32,5.23,0.00
4.02,8.03,5.17,7.75,7.89,11.39,6.36,13.05,9.07,8.25,1.00
4.44,4.60,5.61,8.68,9.12,9.37,7.82,13.54,4.37,5.83,1.00
4.21,6.71,8.20,9.35,8.71,8.61,3.96,13.22,11.11,10.43,1.00
5.73,8.78,5.17,7.84,7.25,8.73,6.33,12.57,4.13,5.27,1.00
9.95,7.55,8.19,7.78,9.23,7.59,6.73,13.07,4.27,8.31,1.00
6.74,4.77,6.02,8.20,7.66,9.25,9.13,12.07,3.87,5.40,0.00
3.83,4.74,4.82,7.54,6.76,4.10,8.79,11.94,3.61,5.70,0.00
9.17,6.15,5.68,7.59,6.57,9.85,7.32,12.72,4.19,5.62,0.00
4.06,4.64,7.62,8.48,7.41,10.92,4.14,12.54,9.59,9.78,0.00
7.39,7.76,8.72,6.50,7.09,10.11,10.05,12.68,3.98,5.20,1.00
8.33,5.31,5.90,4.34,7.72,8.98,6.85,12.65,7.46,6.19,1.00
6.82,5.60,8.60,7.38,6.18,7.07,9.13,12.54,3.71,5.06,0.00
4.01,4.36,8.00,9.34,6.97,10.52,7.90,10.80,4.47,6.42,0.00
8.08,4.17,7.78,8.82,6.21,11.90,8.94,11.57,4.02,5.78,0.00
8.92,6.87,5.57,6.61,5.27,7.83,7.00,10.89,6.57,5.69,0.00
8.29,4.70,7.22,9.00,8.88,11.19,7.52,13.16,3.84,8.59,1.00
3.81,4.92,7.06,10.26,6.95,9.47,7.95,9.37,5.34,8.86,0.00
9.86,4.91,8.85,8.30,6.80,9.09,8.23,11.02,5.24,6.37,0.00
9.61,6.37,9.96,8.44,8.56,8.47,7.67,12.26,4.54,8.63,1.00
5.81,4.60,9.57,10.04,8.69,10.04,6.95,12.20,4.02,5.51,0.00
6.93,5.53,5.06,9.72,5.34,9.04,4.33,10.23,11.61,7.23,0.00
6.80,4.89,4.85,9.00,8.41,11.74,4.87,12.85,4.18,9.61,1.00
