684055,1.0
684057,1.0
684072,0.0
687448,0.0
687506,1.0
687562,1.0
687568,0.0
687596,0.0
687798,0.0
687799,0.0
687800,0.0
687804,0.0
687812,0.0
687815,0.0
687816,0.0
687819,0.0
687821,0.0
687829,0.0
687980,1.0
687984,1.0
687985,0.0
687995,0.0
687997,0.0
688000,1.0
688001,1.0
688007,0.0
688010,1.0
688011,0.0
688014,0.0
688015,1.0
688021,0.0
688022,1.0
688025,0.0
688026,1.0
688029,1.0
688031,0.0
688058,1.0
688121,1.0
713885,1.0
722046,0.0
722058,1.0
724825,1.0
724858,1.0
724859,0.0
724863,0.0
724870,1.0
724872,0.0
724874,0.0
749709,0.0
749710,0.0
749712,0.0
749713,1.0
753531,1.0
753536,1.0
753538,1.0
753539,0.0
753551,0.0
753553,1.0
753554,1.0
753559,0.0
753565,0.0
753569,1.0
753573,0.0
753576,1.0
753586,0.0
753589,0.0
753597,1.0
753599,0.0
753601,1.0
753604,1.0
753605,1.0
753610,1.0
753614,0.0
753615,0.0
753624,0.0
905937,0.0
905948,0.0
905967,0.0
905968,0.0
905970,0.0
905976,1.0
905978,0.0
905981,1.0
905989,0.0
906696,1.0
906792,1.0
906794,0.0
906800,1.0
906801,0.0
906807,1.0
906808,0.0
906812,0.0
906817,0.0
906820,1.0
906823,0.0
906824,1.0
906825,1.0
906828,1.0
906831,1.0
906838,1.0
906841,1.0
906842,1.0
906846,0.0
906849,1.0
906850,1.0
906852,0.0
906854,0.0
906869,1.0
906871,1.0
906872,1.0
906877,1.0
907042,1.0
907043,1.0
907045,0.0
907048,0.0
907053,1.0
907055,1.0
907056,1.0
907059,1.0
907061,1.0
907070,0.0
907171,1.0
907172,0.0
907173,1.0
907269,1.0
907275,1.0
907276,0.0
907278,1.0
907279,0.0
907280,1.0
907281,1.0
907284,1.0
907286,1.0
907287,0.0
907290,1.0
907312,1.0
907317,0.0
907323,1.0
907783,0.0
907785,1.0
907787,1.0
907789,1.0
907791,0.0
907792,0.0
907795,0.0
908118,0.0
908119,1.0
908120,0.0
908126,1.0
908129,0.0
908132,0.0
908135,1.0
908136,1.0
908142,1.0
908146,1.0
908147,1.0
908151,0.0
908156,1.0
908440,1.0
908443,0.0
908444,0.0
908445,0.0
908447,0.0
908449,0.0
908450,0.0
908451,1.0
908460,0.0
908463,0.0
908464,1.0
908465,0.0
908469,0.0
908474,0.0
908475,0.0
908477,1.0
908480,0.0
908481,1.0
909194,1.0
909250,0.0
909252,1.0
