684681,1.0
687457,1.0
687777,1.0
687800,0.0
687814,1.0
687816,1.0
687820,1.0
687983,1.0
687984,1.0
688007,1.0
688021,1.0
688022,0.0
688027,1.0
688058,1.0
713869,0.0
713878,1.0
724825,0.0
724839,1.0
724866,1.0
724874,1.0
724878,1.0
735784,1.0
749709,1.0
749712,1.0
749715,1.0
753532,1.0
753533,1.0
753549,1.0
753551,1.0
753563,0.0
753565,0.0
753569,0.0
753575,1.0
753582,0.0
753589,1.0
753596,0.0
753597,0.0
753601,0.0
753607,0.0
753615,0.0
753620,0.0
753621,1.0
905933,1.0
905948,1.0
905949,0.0
905951,0.0
905956,1.0
905957,1.0
905967,1.0
905968,0.0
905970,1.0
905975,0.0
905978,1.0
905982,1.0
906801,1.0
906807,0.0
906808,1.0
906817,1.0
906827,1.0
906830,1.0
906839,1.0
906842,0.0
906849,0.0
906850,1.0
906851,1.0
906854,0.0
906855,0.0
906856,0.0
906864,1.0
906870,0.0
906875,1.0
907048,0.0
907065,1.0
907066,1.0
907070,0.0
907072,1.0
907172,1.0
907271,1.0
907275,0.0
907276,0.0
907278,0.0
907279,1.0
907295,1.0
907783,0.0
907798,0.0
908124,0.0
908128,1.0
908131,1.0
908132,0.0
908142,0.0
908144,1.0
908147,0.0
908150,1.0
908156,0.0
908158,0.0
908442,0.0
908445,1.0
908449,1.0
908450,1.0
908452,1.0
908459,1.0
908460,1.0
908461,0.0
908462,1.0
908463,1.0
908468,0.0
908474,1.0
908477,1.0
909194,1.0
909250,1.0
909263,1.0
909706,0.0
909707,1.0
909711,1.0
909715,0.0
909721,1.0
909722,0.0
909727,0.0
909745,1.0
909746,1.0
909748,1.0
909754,1.0
909757,1.0
909771,0.0
909776,1.0
909778,1.0
909907,0.0
910079,1.0
910209,0.0
910546,0.0
910566,0.0
910688,0.0
910689,1.0
910691,1.0
910694,1.0
910696,0.0
910705,0.0
910850,1.0
910853,0.0
910899,0.0
910905,1.0
910906,0.0
910908,0.0
910911,1.0
910936,1.0
910943,1.0
910944,0.0
910947,0.0
910951,0.0
910952,1.0
924108,1.0
924109,0.0
924188,1.0
924189,0.0
924240,1.0
924241,0.0
924242,0.0
924246,0.0
924250,0.0
925340,1.0
930083,1.0
930297,1.0
930298,1.0
930299,1.0
946357,0.0
946370,1.0
946382,1.0
949088,1.0
949090,1.0
949092,0.0
949093,1.0
949153,0.0
949154,1.0
949162,0.0
949167,0.0
949173,1.0
949176,0.0
971774,0.0
998184,0.0
1240121,1.0
1240124,0.0
1240127,1.0
1240131,1.0
1240137,0.0
1240138,1.0
1240139,0.0
1240143,1.0
1240151,1.0
1240162,1.0
1240172,1.0
1240181,0.0
1240186,1.0
1240202,0.0
1240221,0.0
1247871,0.0
1247873,0.0
1290724,1.0
1290768,1.0
1290769,1.0
1290771,0.0
1290807,1.0
1290810,1.0
1290812,1.0
1290814,1.0
1290908,1.0
1295740,0.0
1297440,0.0
1297446,0.0
1298141,1.0
1298145,1.0
1298146,1.0
1298154,0.0
1298156,0.0
1298168,1.0
1298169,1.0
1298216,0.0
1298221,0.0
1298223,1.0
1298234,1.0
1298351,0.0
1298357,0.0
1298361,0.0
1298476,1.0
1299050,1.0
1299051,1.0
1299052,0.0
1299061,0.0
1299067,0.0
1299073,0.0
1299080,0.0
1303896,0.0
1303910,1.0
1303911,1.0
1303912,1.0
1322212,0.0
1323913,0.0
1327765,0.0
1327771,0.0
1327773,0.0
1327774,0.0
1327776,0.0
1330947,0.0
1330948,0.0
1330960,0.0
1330964,0.0
1330969,0.0
1330973,0.0
1330977,1.0
1330981,0.0
1330984,0.0
1330986,0.0
1330993,0.0
1330994,0.0
1331025,1.0
1331043,0.0
1333014,1.0
1333015,1.0
1480359,0.0
1480366,0.0
1503364,0.0
1503367,1.0
1503374,0.0
1509073,0.0
1524417,1.0
1659818,0.0
1659819,0.0
1659820,0.0
1660036,1.0
1789883,0.0
2162949,0.0
2164691,0.0
