10098_at,10643_at,11012_at,114327_at,114569_at,1293_at,146857_at,1543_at,1573_at,25797_at,2878_at,29113_at,3248_at,3624_at,389376_at,4016_at,4038_at,4312_at,53827_at,55353_at,55819_at,57535_at,5891_at,59277_at,6003_at,654433_at,7306_at,83988_at,84958_at,9770_at,label
6.62,11.08,5.34,7.13,11.05,4.32,3.81,8.68,4.35,4.00,4.17,5.54,4.29,6.58,3.75,3.50,8.30,10.96,10.03,12.46,8.10,4.52,5.81,7.27,3.39,4.35,4.28,4.04,5.87,4.37,1.00
5.30,10.28,4.38,6.90,12.05,3.73,3.57,7.79,4.90,3.65,6.12,5.33,5.21,3.91,3.41,4.88,7.20,3.63,7.95,11.78,8.66,4.51,7.19,7.21,3.48,4.36,6.48,4.08,8.56,4.02,1.00
7.90,10.93,6.03,7.82,11.30,5.07,3.64,5.59,6.58,3.72,4.03,5.24,5.37,6.36,3.75,7.35,7.19,6.94,10.36,12.15,9.31,4.23,7.46,10.15,3.31,4.46,4.12,3.79,7.29,4.95,1.00
6.80,10.22,5.41,8.79,12.03,4.10,3.72,8.45,4.01,3.53,4.12,4.85,4.06,3.95,3.49,3.58,8.23,4.30,7.38,11.83,9.75,4.35,6.16,8.43,3.46,7.24,4.43,3.84,9.09,3.81,1.00
8.74,10.70,4.67,8.40,5.14,8.53,3.46,4.87,3.66,8.84,4.06,5.15,4.14,9.55,3.85,7.64,8.59,5.22,12.00,12.20,9.44,4.49,12.06,5.31,3.39,3.94,3.99,3.66,4.37,4.32,0.00
8.40,9.60,4.65,8.13,4.02,3.90,5.41,6.13,4.31,4.38,4.60,4.96,4.40,4.02,3.86,3.16,4.83,3.26,5.54,10.16,7.88,4.46,4.93,3.57,3.55,4.39,3.94,9.48,5.06,4.23,0.00
8.61,8.83,8.18,7.16,12.79,4.21,4.86,5.37,10.42,6.31,5.73,7.36,7.32,4.33,7.14,3.58,10.25,3.60,10.64,7.07,8.53,5.22,5.76,5.07,3.46,8.01,4.22,4.16,8.06,3.87,1.00
4.71,10.22,6.53,7.27,12.13,4.08,3.68,5.97,4.91,3.72,11.38,5.03,4.31,4.17,3.55,5.59,7.56,3.48,7.66,12.23,8.06,5.01,5.99,9.44,3.30,4.22,4.07,4.34,7.80,4.56,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5.05,11.18,5.29,7.14,3.91,4.37,3.81,5.47,3.93,7.23,4.42,5.38,4.19,4.47,3.64,3.45,5.88,3.44,9.23,7.10,4.43,4.51,4.31,3.41,12.18,4.27,4.01,5.42,5.73,10.53,0.00
8.27,10.36,10.58,7.33,12.92,3.94,3.53,8.13,4.17,5.84,3.93,12.65,6.41,9.28,6.60,4.88,4.87,11.69,11.62,11.64,6.78,4.42,8.56,10.62,3.61,7.53,3.85,3.83,7.78,3.81,0.00
