10360_at,10891_at,116843_at,121355_at,182_at,22824_at,2297_at,23015_at,26353_at,26471_at,306_at,3306_at,3429_at,374819_at,3814_at,3860_at,4055_at,4316_at,4430_at,4885_at,50853_at,5095_at,5142_at,5157_at,54974_at,56129_at,5653_at,57007_at,57451_at,6382_at,6451_at,730101_at,7306_at,7852_at,8148_at,8673_at,8706_at,9111_at,91607_at,9920_at,label
7.64,3.99,8.01,11.39,6.68,9.12,9.43,9.41,8.20,10.43,3.89,5.92,4.38,6.27,4.01,3.56,6.66,4.08,9.58,3.76,4.19,9.32,8.44,5.23,9.62,7.55,4.71,4.39,9.53,11.12,10.00,7.27,4.07,4.11,7.90,3.61,3.56,8.86,9.07,3.51,1.00
7.88,4.29,7.08,3.60,8.79,4.44,8.86,6.27,7.27,9.19,4.39,7.17,4.93,4.13,4.68,3.74,4.57,4.62,7.84,3.72,4.58,8.76,10.07,7.03,8.86,5.01,4.41,6.77,12.35,8.82,10.37,7.68,4.20,4.26,7.09,3.33,4.19,8.67,8.37,3.86,1.00
8.11,4.09,7.32,4.50,4.46,9.71,10.01,10.86,4.89,5.07,10.35,6.13,8.81,4.84,5.30,3.71,8.73,4.14,9.81,3.50,3.89,8.83,4.43,8.10,8.65,4.00,4.75,4.07,8.43,9.26,9.15,7.32,3.66,4.33,7.25,9.17,7.89,9.30,8.84,5.36,1.00
6.93,4.06,4.58,3.72,4.72,4.56,4.61,4.37,5.10,4.21,4.24,5.53,4.34,5.65,4.55,3.72,5.18,4.27,9.39,3.98,6.23,9.91,5.19,3.91,6.85,3.82,4.82,3.96,4.16,5.16,10.58,8.23,3.93,10.46,7.98,3.68,3.46,11.11,9.36,9.62,1.00
6.30,3.71,6.30,3.93,7.90,7.32,8.19,10.39,4.71,5.25,10.49,5.75,9.16,3.14,3.99,3.71,7.14,3.75,10.90,3.94,4.60,8.70,7.24,8.24,8.06,6.84,4.48,9.37,9.45,9.37,9.72,9.34,3.66,9.12,5.87,6.92,7.70,8.79,5.68,4.80,1.00
6.82,3.89,8.70,4.09,9.40,8.64,8.27,10.21,4.77,5.15,9.48,12.19,10.81,3.92,4.33,10.32,7.07,4.31,11.82,3.95,4.63,8.96,6.50,7.18,8.12,4.44,6.40,7.93,10.34,10.16,3.77,6.74,3.84,4.12,6.88,11.49,6.73,10.42,6.64,3.47,1.00
8.49,3.81,9.48,4.10,6.93,7.79,5.36,11.01,4.76,9.40,4.06,4.73,10.88,4.11,4.34,3.77,4.94,3.95,8.02,3.68,4.37,9.13,4.19,9.10,8.93,4.09,5.05,3.67,4.18,9.17,10.42,5.09,10.33,5.83,8.23,6.89,4.03,10.67,3.49,3.97,1.00
8.22,4.13,7.85,4.42,9.11,8.43,8.39,4.40,7.66,9.12,11.47,11.20,4.99,4.96,4.72,3.60,8.90,8.81,11.33,3.79,4.49,8.61,8.21,7.60,8.90,3.92,4.74,8.63,4.08,10.42,9.93,4.45,3.96,4.43,8.28,9.71,3.84,9.55,6.44,5.18,0.00
7.26,3.88,10.34,3.86,7.66,5.52,5.29,9.65,4.96,4.84,4.25,9.50,5.06,6.24,4.41,3.61,7.15,4.02,7.12,4.05,4.63,11.34,7.55,6.02,7.09,5.12,4.67,4.76,10.45,5.12,10.31,5.77,3.99,4.68,6.20,4.50,4.41,11.95,9.09,8.47,1.00
7.16,3.95,4.12,11.41,4.23,4.40,4.78,4.34,4.66,4.81,5.75,4.80,4.82,6.17,4.62,3.83,4.61,4.19,5.11,3.67,7.00,8.88,4.38,4.11,7.59,3.86,4.67,6.95,4.50,5.24,11.26,8.96,3.81,12.30,7.56,3.73,3.86,11.23,9.74,3.91,1.00
8.22,9.03,7.34,12.48,6.12,7.81,8.32,11.00,5.03,4.70,4.23,5.07,4.55,3.89,4.24,3.71,4.98,4.31,5.06,4.24,4.62,9.94,5.30,4.22,9.07,4.39,4.81,6.47,4.29,14.36,9.54,8.94,4.05,11.68,6.84,11.54,3.54,5.87,3.57,3.61,1.00
9.91,4.01,3.93,5.85,7.83,9.50,9.62,10.02,5.19,6.07,4.37,4.58,4.42,8.30,4.69,3.92,7.84,3.98,8.55,4.25,4.33,7.80,10.73,10.99,8.66,6.32,5.35,3.89,4.35,9.54,11.60,7.70,4.26,4.32,8.21,8.93,3.83,4.55,3.91,4.03,0.00
7.73,4.07,8.90,4.15,8.66,6.39,9.15,10.22,4.59,5.91,11.70,7.54,7.95,5.55,4.97,3.73,8.84,12.33,9.87,3.79,6.87,8.89,4.42,4.19,8.50,3.93,7.90,4.94,4.13,11.39,9.99,4.33,4.16,5.00,7.80,12.75,3.68,10.79,3.84,9.09,0.00
8.84,4.10,3.90,4.27,6.32,10.84,8.51,4.62,4.88,4.54,4.05,4.53,4.14,5.17,4.41,3.76,4.61,3.89,5.02,3.85,4.05,8.80,5.32,5.88,8.26,3.74,4.63,4.21,7.32,8.84,4.59,7.11,9.48,4.84,6.55,5.26,7.16,4.52,3.75,6.51,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
