10360_at,26353_at,3306_at,374819_at,3860_at,4055_at,5095_at,5157_at,5653_at,91607_at,label
7.64,8.20,5.92,6.27,3.56,6.66,9.32,5.23,4.71,9.07,1.00
7.88,7.27,7.17,4.13,3.74,4.57,8.76,7.03,4.41,8.37,1.00
8.11,4.89,6.13,4.84,3.71,8.73,8.83,8.10,4.75,8.84,1.00
6.93,5.10,5.53,5.65,3.72,5.18,9.91,3.91,4.82,9.36,1.00
6.30,4.71,5.75,3.14,3.71,7.14,8.70,8.24,4.48,5.68,1.00
6.82,4.77,12.19,3.92,10.32,7.07,8.96,7.18,6.40,6.64,1.00
8.49,4.76,4.73,4.11,3.77,4.94,9.13,9.10,5.05,3.49,1.00
8.22,7.66,11.20,4.96,3.60,8.90,8.61,7.60,4.74,6.44,0.00
7.26,4.96,9.50,6.24,3.61,7.15,11.34,6.02,4.67,9.09,1.00
7.16,4.66,4.80,6.17,3.83,4.61,8.88,4.11,4.67,9.74,1.00
8.22,5.03,5.07,3.89,3.71,4.98,9.94,4.22,4.81,3.57,1.00
9.91,5.19,4.58,8.30,3.92,7.84,7.80,10.99,5.35,3.91,0.00
7.73,4.59,7.54,5.55,3.73,8.84,8.89,4.19,7.90,3.84,0.00
8.84,4.88,4.53,5.17,3.76,4.61,8.80,5.88,4.63,3.75,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.46,5.03,4.67,4.35,3.58,4.81,4.94,4.29,4.86,7.77,1.00
8.71,5.52,7.30,5.73,3.98,5.20,4.87,4.04,5.09,3.95,1.00
7.44,10.57,5.47,4.76,4.13,8.06,10.25,6.11,4.57,3.78,0.00
8.28,4.57,9.29,5.11,3.83,8.31,8.23,4.47,5.40,7.12,1.00
8.23,8.84,7.47,4.73,3.99,8.47,9.24,5.56,6.62,3.82,0.00
8.02,8.86,9.85,7.55,4.12,8.92,7.63,5.56,4.74,4.01,0.00
7.71,11.85,7.01,7.22,4.07,6.98,9.92,6.54,5.05,3.65,0.00
8.05,4.65,10.97,5.73,4.56,8.91,8.40,4.17,12.65,3.77,0.00
5.93,8.64,5.11,7.04,3.73,4.86,9.28,4.34,4.54,4.32,0.00
9.15,5.07,4.94,5.59,4.00,4.86,8.04,4.52,4.88,6.84,1.00
8.09,4.77,7.08,4.98,3.63,8.11,9.84,4.00,4.78,8.71,1.00
7.91,5.12,7.40,4.48,3.99,7.72,10.68,4.26,9.85,3.85,1.00
6.76,5.92,8.53,6.65,7.05,8.15,8.92,4.45,9.16,3.77,0.00
7.73,8.32,7.59,6.38,4.17,9.52,9.26,6.15,5.92,3.83,0.00
7.36,4.78,7.46,7.92,3.64,8.37,9.15,8.62,4.28,6.86,0.00
7.40,4.60,4.59,4.66,3.69,7.62,10.16,4.03,4.62,8.21,1.00
6.99,8.15,6.86,4.60,6.97,8.74,8.26,4.49,5.57,6.29,0.00
5.19,9.90,4.92,5.61,4.31,5.99,6.75,6.16,4.59,6.35,0.00
7.91,5.45,6.65,5.83,3.63,4.72,5.24,3.71,4.84,5.30,1.00
8.14,5.51,4.48,4.95,3.47,8.46,7.46,5.90,7.33,3.67,0.00
7.84,4.97,4.71,4.80,3.77,7.16,11.03,4.33,4.75,9.78,1.00
8.06,5.65,8.08,5.41,3.72,7.67,8.20,7.29,4.91,3.71,0.00
8.91,5.41,7.86,3.51,3.82,7.78,8.72,7.15,4.71,7.90,1.00
7.74,4.77,4.95,6.20,3.76,7.63,8.45,5.46,4.55,8.74,1.00
8.25,4.83,6.97,8.11,3.76,8.26,8.51,4.15,8.79,4.74,0.00
7.13,5.06,8.33,5.23,3.63,8.99,9.41,4.19,5.15,4.24,0.00
8.23,9.97,9.69,3.90,4.21,5.00,9.61,5.93,5.45,3.29,0.00
