100127983_at,100131187_at,10363_at,10457_at,11082_at,140883_at,1522_at,1528_at,2040_at,2294_at,23189_at,23312_at,246777_at,25928_at,2719_at,283554_at,286319_at,3400_at,340542_at,4781_at,5055_at,51760_at,51765_at,5266_at,5325_at,54625_at,5530_at,5570_at,55752_at,5577_at,629_at,6519_at,7504_at,79918_at,8404_at,8406_at,84525_at,868_at,9245_at,9732_at,label
4.53,4.01,8.43,7.55,3.69,7.77,3.84,4.50,9.40,4.03,4.01,8.84,3.85,4.32,11.50,7.38,6.13,9.17,5.21,4.29,3.76,4.05,4.97,4.21,9.24,5.72,4.45,3.67,9.10,11.23,4.71,5.02,3.51,7.97,4.72,4.46,3.95,6.20,4.29,4.22,1.00
8.68,3.63,6.74,8.37,7.70,7.46,3.69,9.01,7.84,8.23,6.66,9.53,3.49,4.07,3.90,6.43,9.84,4.76,5.22,7.39,10.93,4.35,7.78,4.85,6.92,6.12,9.92,4.01,8.58,9.25,5.58,5.05,4.06,5.09,4.17,11.97,8.71,7.45,7.09,7.41,0.00
8.68,3.67,8.66,4.73,3.86,6.92,8.21,10.17,10.00,7.23,8.58,8.76,3.55,9.40,3.93,5.32,4.56,5.07,6.26,6.65,3.70,3.99,3.56,3.86,3.42,7.11,9.07,3.38,9.94,3.44,4.26,4.66,3.63,6.16,4.25,10.66,8.72,7.80,4.19,6.01,1.00
8.11,10.04,7.02,9.77,3.81,6.86,4.19,10.81,11.30,4.28,8.12,9.48,3.78,7.19,7.69,5.39,9.35,10.50,4.79,8.73,3.66,5.52,9.96,5.10,10.30,7.34,9.72,7.87,7.64,7.04,8.33,11.48,8.76,8.38,4.83,10.28,3.75,8.23,5.39,9.11,0.00
9.19,8.64,7.82,7.85,11.26,6.49,8.02,9.59,7.70,8.78,6.85,8.31,7.62,4.15,4.15,4.17,7.70,7.26,5.61,5.95,12.55,4.18,7.93,5.78,8.27,7.28,10.00,3.57,9.00,7.84,5.36,4.90,3.39,7.74,4.12,11.43,5.02,7.43,4.47,9.86,1.00
9.82,7.50,7.78,3.91,3.62,6.61,8.28,10.90,7.75,6.29,6.44,8.78,3.99,4.82,4.10,6.00,10.06,6.97,7.90,7.32,11.38,4.69,6.19,4.23,9.37,5.81,9.99,5.48,8.49,7.78,4.15,5.04,3.54,7.50,4.61,12.96,4.11,10.76,4.37,5.72,0.00
4.11,8.42,7.36,7.26,3.37,6.99,4.20,8.66,8.94,4.23,8.63,8.36,8.30,4.68,4.13,6.80,10.88,10.16,9.59,9.95,3.67,5.30,9.27,6.30,4.53,8.28,11.20,5.53,9.15,7.02,8.48,4.58,3.60,8.27,5.88,6.47,4.30,7.15,4.36,8.67,0.00
6.13,9.67,8.38,9.25,3.53,5.97,4.04,8.22,10.10,4.15,9.19,7.43,3.68,4.07,3.75,4.65,10.15,6.50,8.91,9.17,3.73,4.20,8.99,4.75,3.37,6.11,11.75,3.84,8.10,7.36,5.12,5.04,3.68,7.94,6.96,12.67,5.00,9.06,4.76,8.30,0.00
4.24,9.41,7.33,5.68,3.75,7.04,6.99,10.39,10.44,6.37,9.53,7.54,3.65,10.40,7.31,5.18,10.76,5.10,5.22,9.98,4.62,4.40,7.61,10.32,5.61,6.06,9.98,4.15,8.72,5.26,5.94,5.56,3.76,7.63,4.99,11.58,4.12,6.70,4.39,9.14,0.00
7.15,10.23,7.01,11.99,3.54,6.66,8.14,8.45,8.23,4.06,8.43,8.29,7.81,10.54,4.68,3.29,8.09,9.00,7.13,5.31,8.56,6.16,8.54,5.60,7.99,9.32,10.13,3.55,8.02,5.69,7.80,4.61,4.56,7.27,4.66,4.25,4.24,10.90,4.29,4.65,1.00
3.81,11.19,7.27,3.67,3.70,6.14,10.28,9.97,5.72,4.04,10.45,8.51,3.57,4.49,4.79,3.60,8.24,4.84,9.52,9.65,3.89,4.64,8.78,7.24,7.75,6.36,9.56,4.36,7.90,4.07,5.37,8.97,5.33,8.44,4.55,5.18,3.96,10.07,4.88,6.73,0.00
4.23,9.99,6.48,8.47,3.73,4.76,8.41,11.30,10.54,4.05,8.91,8.81,7.00,5.87,3.88,4.95,10.39,9.66,4.24,9.60,10.39,7.94,8.83,9.55,4.30,8.02,10.97,5.45,7.77,10.10,8.34,5.24,6.22,8.68,4.40,4.00,6.65,9.44,4.73,4.14,0.00
4.68,10.19,7.17,4.19,6.52,5.69,6.41,11.51,10.55,4.00,8.68,8.66,3.66,4.20,4.21,5.14,9.95,4.57,7.32,8.62,3.88,4.85,9.21,5.71,9.61,9.43,10.44,7.42,8.93,4.10,7.57,4.71,5.29,8.81,4.35,3.78,8.04,7.60,5.01,3.96,0.00
4.51,8.70,7.72,4.77,3.87,6.75,7.45,10.32,9.50,4.15,6.50,8.51,8.31,4.12,3.91,6.05,9.11,6.12,5.32,7.99,6.43,6.73,9.60,4.44,6.53,7.36,10.79,8.06,9.26,4.54,7.45,5.17,3.69,8.65,4.71,6.36,4.31,7.37,4.70,5.28,0.00
4.73,11.31,7.12,3.58,3.98,6.89,8.11,11.35,6.01,4.43,8.71,8.84,3.68,4.24,3.80,5.02,4.60,4.72,5.18,8.37,4.07,4.67,8.64,4.14,8.49,8.00,7.88,4.23,9.00,5.93,4.29,5.39,8.38,9.02,4.51,8.05,4.31,6.54,4.44,4.25,1.00
