1522_at,23194_at,23312_at,284756_at,51390_at,54625_at,629_at,83643_at,8404_at,868_at,label
6.59,8.00,8.74,3.80,11.01,6.23,4.64,6.53,4.30,9.97,0.00
4.33,4.00,9.21,4.51,4.59,8.41,4.26,5.71,4.55,8.69,1.00
7.93,4.39,7.90,3.86,8.46,7.12,6.18,5.48,4.24,6.52,1.00
10.24,8.12,8.20,6.95,8.42,6.75,4.19,5.37,4.33,8.69,1.00
6.46,5.93,9.06,3.67,10.73,9.74,11.35,5.82,5.35,10.54,0.00
4.01,4.14,8.70,3.74,9.35,7.11,4.66,5.44,4.65,4.94,1.00
10.22,4.17,8.17,3.83,6.72,5.84,4.34,5.25,4.46,7.67,1.00
6.47,5.45,8.94,3.67,10.26,7.31,6.76,5.19,4.26,6.96,1.00
3.77,7.04,9.72,8.97,3.80,8.93,4.67,5.52,4.45,7.26,1.00
3.95,4.89,9.90,3.97,9.23,6.21,4.41,7.08,4.52,4.43,1.00
11.00,8.28,9.72,4.56,9.13,8.78,10.44,5.50,5.44,9.23,1.00
6.65,4.02,8.91,3.74,7.54,7.83,4.61,5.67,4.46,10.24,0.00
9.91,3.93,9.35,3.63,9.15,7.10,6.68,5.16,4.92,9.39,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.75,5.66,8.35,3.65,8.80,5.74,4.28,6.20,4.48,8.24,0.00
8.18,6.89,7.88,3.94,7.69,5.90,6.96,6.97,4.51,7.42,1.00
8.52,3.89,7.36,7.46,10.93,7.56,8.33,5.67,5.50,8.34,0.00
7.60,4.26,8.13,4.86,10.09,6.40,4.55,5.77,4.67,9.19,0.00
10.87,4.61,7.89,3.55,9.77,6.78,6.84,5.54,4.67,7.60,1.00
7.68,4.47,10.49,3.75,10.54,5.90,4.97,6.00,4.51,9.15,0.00
6.51,4.09,8.21,3.76,9.66,6.72,5.25,5.16,4.69,7.62,0.00
8.28,8.49,8.64,3.75,9.04,4.99,4.45,6.34,4.25,7.21,1.00
7.59,3.65,7.69,7.57,8.45,7.01,4.16,4.76,4.22,7.23,1.00
8.61,4.12,9.16,3.75,9.72,8.02,4.99,5.25,4.43,6.99,1.00
8.00,3.94,8.67,4.02,8.21,7.32,4.62,5.33,4.24,6.48,1.00
8.44,4.39,9.71,3.90,4.78,5.56,4.17,10.15,4.51,8.72,1.00
8.93,8.32,8.80,3.80,7.46,4.86,4.47,5.02,4.58,7.93,1.00
3.82,7.07,9.87,3.90,7.53,6.24,4.76,5.50,4.78,9.56,0.00
10.61,6.89,9.10,3.74,10.34,6.99,5.20,5.14,4.33,8.88,1.00
8.33,4.14,9.75,5.49,10.10,8.12,9.49,7.71,4.89,11.11,1.00
6.90,3.87,8.39,3.71,9.79,8.02,9.63,5.22,6.37,7.02,0.00
8.87,4.24,9.26,3.92,6.59,6.90,4.72,5.52,4.49,10.02,1.00
8.58,4.09,9.20,3.59,8.71,6.34,4.56,6.64,4.37,6.21,1.00
8.30,6.09,4.11,3.59,9.43,6.01,7.09,4.85,4.43,6.98,0.00
7.70,4.42,8.00,4.05,9.43,9.34,4.78,5.53,4.61,10.59,0.00
8.54,3.99,11.84,8.54,11.64,8.66,4.38,5.46,4.36,7.52,1.00
6.40,5.35,9.25,3.64,8.12,4.45,4.71,7.26,5.51,7.46,0.00
6.93,3.88,8.46,3.63,8.38,8.29,8.26,7.87,4.11,6.54,0.00
4.06,4.18,4.36,7.12,5.14,8.80,4.74,5.55,4.51,8.15,1.00
7.34,8.77,10.63,3.67,4.95,6.00,4.41,4.93,4.28,8.42,1.00
3.84,4.20,8.84,3.92,8.54,5.72,4.71,5.04,4.72,6.20,1.00
3.69,6.41,9.53,3.57,8.62,6.12,5.58,8.12,4.17,7.45,0.00
8.21,6.37,8.76,3.56,8.66,7.11,4.26,5.17,4.25,7.80,1.00
4.19,4.56,9.48,3.72,9.73,7.34,8.33,5.64,4.83,8.23,0.00
8.02,4.88,8.31,3.93,9.70,7.28,5.36,5.34,4.12,7.43,1.00
8.28,5.67,8.78,3.86,9.78,5.81,4.15,6.13,4.61,10.76,0.00
4.20,6.68,8.36,3.77,7.09,8.28,8.48,9.36,5.88,7.15,0.00
4.04,4.23,7.43,3.80,8.81,6.11,5.12,5.81,6.96,9.06,0.00
6.99,4.12,7.54,3.70,6.78,6.06,5.94,6.23,4.99,6.70,0.00
8.14,4.17,8.29,3.62,8.17,9.32,7.80,6.47,4.66,10.90,1.00
10.28,3.93,8.51,3.69,8.84,6.36,5.37,5.50,4.55,10.07,0.00
8.41,3.96,8.81,3.77,9.27,8.02,8.34,5.45,4.40,9.44,0.00
6.41,3.91,8.66,4.12,9.83,9.43,7.57,6.02,4.35,7.60,0.00
7.45,4.14,8.51,3.83,8.78,7.36,7.45,5.26,4.71,7.37,0.00
8.11,3.98,8.84,3.99,9.80,8.00,4.29,6.70,4.51,6.54,1.00
4.20,5.90,9.06,3.89,8.17,5.53,4.54,5.85,4.24,9.97,0.00
9.00,4.30,8.81,3.63,10.18,6.62,4.64,5.44,4.81,6.14,1.00
9.22,4.24,9.90,3.64,10.65,6.47,4.74,5.69,6.01,9.97,1.00
9.37,4.32,9.31,4.09,10.33,6.83,4.86,5.25,4.98,6.24,1.00
8.09,5.42,7.54,8.00,9.20,6.40,4.61,6.36,4.80,6.81,1.00
6.42,4.48,9.03,3.76,9.52,6.00,4.40,6.04,4.76,7.81,0.00
7.50,9.00,8.62,3.82,9.12,5.37,4.05,9.10,4.13,8.37,1.00
8.91,5.76,8.84,7.93,8.75,6.04,5.70,5.53,4.44,8.33,1.00
8.91,7.32,8.71,4.16,8.62,6.01,5.36,6.65,4.43,7.98,1.00
8.62,7.04,8.21,3.93,9.38,5.75,5.40,5.59,4.10,7.58,1.00
9.73,8.41,10.37,4.25,7.47,6.37,5.14,6.20,10.37,8.75,0.00
10.59,7.12,8.08,3.85,7.52,7.30,5.55,5.79,4.27,7.11,1.00
7.05,4.24,7.99,7.77,10.92,7.28,4.81,9.06,7.11,8.76,0.00
6.89,4.03,8.97,3.94,9.55,8.88,7.32,5.53,4.52,8.30,1.00
10.02,6.78,8.89,3.49,5.75,5.93,4.45,5.48,4.76,8.43,1.00
10.53,4.17,9.37,4.16,11.59,7.75,5.89,5.75,4.32,8.06,1.00
7.07,3.94,8.13,6.36,8.76,7.20,4.39,4.87,4.64,6.91,1.00
7.70,5.17,8.70,3.66,4.17,6.55,4.62,5.25,4.37,8.99,1.00
8.85,4.63,8.71,3.81,10.34,3.93,4.32,9.90,4.26,8.63,0.00
8.15,7.81,8.53,3.68,7.79,7.35,7.42,5.83,4.39,8.07,1.00
9.28,4.07,7.79,3.76,9.13,6.24,6.22,6.73,4.52,7.35,0.00
8.50,3.99,9.12,3.83,10.28,7.00,5.81,8.90,6.19,9.02,0.00
5.73,4.75,8.55,4.02,10.59,6.69,6.24,5.90,5.15,7.84,0.00
4.39,5.40,9.70,3.79,8.61,6.37,4.14,9.00,4.64,7.42,0.00
6.37,4.12,5.54,3.95,4.35,5.55,4.40,5.64,4.60,10.41,0.00
8.63,6.49,6.55,3.73,8.11,7.33,4.52,5.60,4.09,7.33,1.00
4.05,3.76,10.17,3.66,8.77,8.12,4.10,5.73,4.37,8.35,1.00
9.21,4.45,8.80,6.54,9.59,10.34,4.53,5.34,5.69,10.61,1.00
8.59,8.81,10.29,3.83,4.67,5.62,4.38,5.79,4.33,9.17,1.00
