2.3
1.9
1.86
1.8
1.75
1.7
1.63
1.6
1.56
1.5
1.43
1.4
1.31
1.3
1.26
1.2
1.14
1.1
1.05
1.0
0.91
0.9
0.88
0.8
0.74
0.7
0.65
0.6
0.53
0.5
0.47
0.4
0.3
0.2
0.1
0.0
-0.1
-0.13
-0.2
-0.24
-0.3
-0.33
-0.4
-0.44
-0.5
-0.55
-0.6
-0.66
-0.7
-0.72
-0.8
-0.83
-0.9
-0.91
-1.0
-1.03
-1.1
-1.13
-1.2
-1.24
-1.3
-1.34
-1.4
-1.45
-1.5
-1.52
-1.6
-1.62
-1.7
-1.72
-1.8
-1.82
-1.9
-1.91
-2.0
-2.04
