ENSG00000075213,ENSG00000114771,ENSG00000112137,ENSG00000185022,ENSG00000115461,ENSG00000221968,ENSG00000152952,ENSG00000087253,ENSG00000101311,ENSG00000151692,label
3.15,2.96,3.59,3.77,10.57,5.19,3.22,3.09,3.56,5.28,1.00
3.98,3.05,3.06,3.87,3.11,5.05,7.85,4.28,6.51,4.66,0.00
4.11,3.05,3.68,3.54,3.24,5.65,7.25,3.51,4.28,4.15,1.00
5.73,2.97,3.21,3.53,3.16,5.49,8.05,3.41,4.68,4.72,1.00
7.59,8.21,3.20,3.66,3.31,4.46,9.17,3.21,3.71,3.86,0.00
3.08,3.06,3.19,4.39,3.27,7.04,3.07,3.46,5.78,3.88,0.00
9.85,2.96,3.07,3.74,3.12,4.93,6.97,3.46,7.22,3.58,1.00
8.04,2.96,3.12,3.77,3.09,5.74,9.63,7.24,7.52,3.50,0.00
4.84,3.33,3.17,3.68,3.41,4.94,6.63,3.28,3.44,4.51,1.00
9.41,3.21,3.28,4.95,3.81,5.81,9.55,3.04,7.87,3.45,0.00
5.71,3.35,3.17,4.83,3.25,6.21,5.66,3.66,7.84,3.95,0.00
5.41,3.08,3.12,3.82,4.03,7.33,7.55,3.31,5.79,4.01,1.00
7.77,2.89,3.55,4.23,3.17,5.94,6.92,4.97,5.84,5.30,0.00
5.81,3.06,5.32,4.92,7.27,6.01,7.64,4.35,3.51,6.96,0.00
4.12,2.97,3.22,3.42,5.49,6.04,3.20,6.42,4.62,3.86,0.00
6.39,3.27,4.30,4.98,3.51,6.79,9.96,3.98,4.25,3.93,0.00
5.20,3.42,2.92,3.96,3.62,8.15,11.34,3.79,3.61,3.89,0.00
8.25,3.07,3.17,4.25,3.26,5.43,3.10,7.44,6.72,4.43,0.00
3.21,2.92,3.08,3.91,3.09,5.63,4.63,5.95,8.75,4.23,0.00
3.11,3.05,3.15,4.18,3.21,6.09,6.27,3.26,3.36,3.51,0.00
7.93,2.94,3.11,4.34,5.19,8.18,9.33,5.84,6.40,6.53,1.00
5.13,2.98,3.22,3.93,4.30,9.23,10.23,4.19,4.13,3.70,0.00
3.33,2.99,3.11,3.84,7.52,3.96,8.94,3.10,3.56,3.64,1.00
9.21,3.38,3.16,3.88,2.99,5.26,7.15,5.18,8.96,3.70,0.00
3.17,3.07,3.19,3.49,3.29,4.34,2.94,3.32,3.34,6.56,1.00
3.37,3.07,3.49,3.58,3.25,4.80,3.21,3.53,4.64,3.56,1.00
4.05,3.83,3.11,4.44,4.45,4.54,7.27,3.94,7.13,4.33,0.00
3.25,3.22,3.23,6.40,3.09,8.26,6.18,2.97,3.95,4.46,0.00
7.99,2.86,3.35,4.38,3.16,6.39,9.51,4.83,3.97,3.81,0.00
5.22,3.01,3.14,4.35,3.22,7.82,7.25,5.73,7.74,3.45,0.00
3.11,2.95,4.75,5.03,3.08,4.55,7.60,6.42,3.57,5.79,0.00
4.94,7.19,3.28,4.74,3.23,8.27,7.91,4.37,7.58,3.41,0.00
10.05,3.26,2.96,4.97,3.28,4.72,4.12,5.94,6.47,3.63,0.00
9.12,3.09,3.06,4.40,3.09,5.33,6.82,3.57,5.26,3.68,0.00
3.03,3.15,3.12,3.96,3.67,5.70,8.23,6.48,7.30,3.96,1.00
4.17,3.07,3.12,4.41,3.27,9.33,11.55,6.59,5.52,3.85,0.00
4.02,2.95,2.92,3.87,3.54,4.12,3.27,6.76,6.85,3.44,1.00
5.09,3.04,3.25,4.65,3.30,7.03,7.70,3.16,7.80,3.38,1.00
7.64,3.21,2.96,3.68,10.64,5.79,9.10,3.09,3.49,3.47,1.00
3.01,5.92,3.08,4.87,3.11,6.48,3.11,3.92,7.54,3.74,0.00
4.84,3.38,3.25,4.60,3.19,3.76,2.94,3.14,8.25,3.80,0.00
8.68,3.07,3.02,5.31,3.57,9.29,10.01,7.12,8.59,3.44,0.00
6.37,6.53,3.25,5.09,3.25,5.51,8.37,7.41,6.92,3.12,0.00
7.96,3.91,3.20,4.30,3.23,5.94,2.89,5.53,7.39,4.59,0.00
7.37,3.09,3.14,4.47,3.14,9.06,9.30,5.26,7.82,3.51,0.00
8.75,5.31,3.22,4.29,3.16,6.75,8.13,7.10,7.13,4.05,0.00
3.73,3.17,3.20,4.78,3.29,5.93,6.96,6.24,5.21,3.49,0.00
7.25,2.87,3.41,4.35,3.34,5.99,9.67,4.14,3.61,3.57,0.00
7.67,3.17,3.11,4.17,3.14,8.76,8.20,6.10,8.80,3.83,0.00
2.98,3.48,2.91,3.77,7.76,5.71,8.51,6.76,6.74,4.16,0.00
7.59,5.59,3.03,4.38,3.04,8.84,8.23,3.79,3.46,3.78,0.00
4.07,2.85,3.11,3.51,4.19,5.45,9.06,3.71,5.22,4.23,1.00
4.51,2.96,7.74,6.60,3.18,6.06,7.34,8.25,3.05,5.43,0.00
3.45,2.89,4.56,3.73,3.24,8.48,3.05,2.95,3.47,3.55,1.00
3.72,2.97,5.19,3.62,3.20,8.77,3.18,3.10,3.48,3.74,1.00
3.77,3.29,3.15,3.49,10.40,5.59,8.49,4.11,3.08,3.84,1.00
3.19,2.86,3.54,4.28,9.90,5.06,10.07,3.95,3.92,5.40,1.00
3.62,2.96,3.15,4.06,3.27,3.53,7.44,4.69,6.05,3.79,1.00
3.39,2.76,3.39,3.62,3.21,4.85,2.96,5.97,4.56,3.94,0.00
3.04,3.28,6.24,3.55,3.02,10.11,3.04,3.21,3.38,3.98,1.00
3.29,3.18,3.43,3.96,3.59,7.85,6.16,4.72,3.77,5.74,0.00
3.14,2.92,3.01,3.50,3.18,7.07,8.27,3.33,3.54,3.30,1.00
2.83,3.00,2.96,4.10,5.45,4.57,6.87,3.28,3.65,4.80,1.00
3.59,3.09,3.83,3.87,3.26,5.14,3.00,6.87,5.80,6.05,0.00
3.91,2.84,3.89,3.68,6.16,4.47,8.67,3.83,3.74,5.31,1.00
3.26,3.27,4.22,3.52,3.22,4.26,5.15,8.30,3.72,4.90,0.00
3.30,3.03,4.48,3.77,3.25,7.94,3.35,3.96,5.39,5.83,1.00
3.39,3.38,3.43,4.21,3.35,6.51,3.26,3.32,3.22,3.58,1.00
3.25,3.24,4.63,3.49,3.21,8.95,3.20,3.52,4.05,3.50,1.00
3.50,2.86,3.42,3.68,3.24,8.32,3.16,3.27,3.33,3.41,1.00
3.46,3.02,3.37,3.49,3.20,7.32,3.23,3.24,3.38,3.60,1.00
3.34,3.19,4.39,3.47,3.16,6.32,2.85,3.34,3.79,3.42,1.00
3.21,3.06,3.47,3.73,3.17,6.99,3.21,3.30,3.83,3.31,1.00
3.42,3.07,3.71,3.56,3.22,7.89,3.09,3.45,3.60,3.47,1.00
6.03,3.09,3.88,4.23,3.40,3.21,2.99,3.30,3.74,3.41,1.00
3.37,3.03,3.71,3.60,3.26,6.62,3.08,3.02,3.36,3.88,1.00
8.07,3.09,2.89,4.55,8.82,9.02,9.38,4.68,6.01,4.35,0.00
4.62,5.00,3.45,4.58,3.28,6.98,11.27,3.67,4.87,3.64,0.00
9.72,2.88,2.97,5.54,3.38,7.94,7.77,5.63,4.46,3.57,0.00
8.65,3.02,2.72,3.69,6.05,7.20,8.05,4.34,6.02,3.46,0.00
8.11,3.05,2.92,3.97,3.26,5.28,7.47,3.65,4.22,4.20,0.00
3.28,5.17,2.93,3.79,3.10,7.69,8.80,5.20,7.79,3.49,0.00
3.44,3.30,3.19,3.72,3.09,5.69,3.19,4.36,3.01,4.59,0.00
5.37,3.37,3.04,3.68,3.72,5.81,10.06,4.19,6.73,4.44,0.00
3.12,2.97,3.18,4.39,3.24,7.16,3.15,4.35,3.58,3.65,0.00
6.67,5.07,3.15,3.85,3.07,5.04,8.57,4.18,7.63,3.67,0.00
4.63,3.18,3.09,3.71,3.19,5.00,7.47,4.46,5.08,3.97,1.00
9.59,6.34,3.08,3.75,4.34,5.90,10.28,6.25,6.81,3.39,0.00
8.46,3.49,3.35,3.83,3.78,4.49,10.00,6.42,6.28,3.42,0.00
3.03,2.99,3.04,3.82,3.07,7.38,9.72,3.51,3.28,3.69,0.00
3.49,2.66,3.64,4.03,7.70,8.71,10.84,3.18,3.52,3.57,0.00
6.42,3.27,3.14,3.95,3.15,5.24,6.93,6.40,6.86,3.76,0.00
8.44,3.50,2.90,5.84,3.23,5.46,3.01,5.92,6.32,4.03,0.00
