144501_at,22882_at,23283_at,26751_at,27445_at,3487_at,3861_at,50810_at,50865_at,55086_at,5644_at,56952_at,5711_at,64073_at,65982_at,79633_at,84189_at,85236_at,875_at,89944_at,label
6.87,7.73,8.14,7.20,7.08,6.86,4.57,9.72,9.95,4.72,4.03,8.98,4.13,3.89,7.83,5.31,4.19,11.54,6.81,4.97,1.00
5.87,7.15,8.30,7.33,9.42,8.03,8.46,9.66,9.96,4.16,3.85,9.13,8.78,3.98,8.69,6.63,3.73,10.31,8.46,4.80,1.00
4.82,10.83,9.59,9.72,3.90,8.70,3.87,10.42,8.51,3.61,3.99,8.63,3.97,3.86,9.05,4.00,4.05,11.28,6.55,5.54,1.00
9.82,8.54,8.36,9.00,3.73,4.18,4.50,8.43,9.05,6.61,4.20,4.06,8.95,11.27,6.76,4.50,3.85,9.66,8.41,6.30,1.00
7.59,5.55,7.97,6.85,5.37,10.80,11.94,9.85,10.32,3.53,3.95,5.92,8.14,11.72,7.58,7.09,4.59,11.99,5.47,7.41,0.00
11.06,5.26,7.75,8.70,10.11,5.71,3.76,9.45,10.03,4.18,4.09,8.67,9.10,11.05,3.76,4.90,3.89,12.65,6.91,6.46,0.00
4.93,4.71,7.99,8.84,3.80,5.35,4.29,10.06,11.04,4.85,3.76,5.75,9.28,4.16,8.71,4.01,4.17,12.26,10.59,7.33,0.00
4.74,8.30,9.56,8.87,3.58,6.20,4.18,10.15,3.54,4.14,4.11,5.38,8.59,3.79,8.64,4.11,3.92,9.59,4.33,5.36,1.00
5.15,8.28,8.63,8.89,3.80,4.16,3.71,4.10,8.76,7.73,4.19,4.57,8.59,3.72,4.62,4.19,3.87,12.35,4.35,3.96,0.00
9.57,10.44,7.27,10.49,4.11,4.40,4.41,6.90,9.79,3.98,4.83,4.07,9.53,10.13,4.54,3.77,3.94,12.18,6.32,8.32,0.00
5.38,5.06,8.64,8.74,4.58,5.57,4.06,10.09,8.91,3.80,4.20,3.94,8.87,3.53,4.00,9.64,3.92,11.46,9.11,8.71,1.00
4.57,7.60,8.45,9.14,3.71,4.72,4.09,7.42,4.26,8.45,4.41,7.65,8.59,4.02,4.59,3.86,3.77,12.33,4.68,5.30,1.00
10.15,7.94,8.30,8.38,4.33,6.11,3.86,9.71,11.30,7.35,4.09,8.80,8.83,3.99,4.13,3.72,3.87,10.84,8.29,5.03,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.58,10.01,8.94,6.86,6.09,4.28,4.34,7.87,6.74,8.57,4.02,3.96,8.97,4.15,4.79,3.89,3.86,9.57,4.31,4.15,0.00
5.12,9.60,9.38,8.19,3.97,4.55,4.29,4.26,3.76,4.09,4.07,4.78,8.73,3.69,4.37,4.58,4.13,7.90,7.09,5.79,1.00
5.11,5.27,8.97,11.28,3.63,8.28,3.70,7.20,10.21,5.75,6.02,11.28,9.18,8.65,4.35,3.74,3.88,11.82,7.99,8.71,1.00
5.85,6.78,7.21,7.10,6.91,4.75,5.60,8.79,9.85,7.94,3.98,3.87,8.63,3.73,4.25,4.43,5.97,11.52,7.24,4.83,0.00
9.47,6.73,8.76,12.20,4.26,9.48,5.16,10.23,10.04,4.14,3.94,11.35,9.26,11.99,7.80,4.07,7.95,13.56,7.29,5.00,1.00
