144501_at,148641_at,1846_at,200150_at,22882_at,23283_at,23767_at,26751_at,2731_at,27445_at,285148_at,285735_at,301_at,3248_at,3487_at,3861_at,3958_at,400798_at,4118_at,50810_at,50865_at,5327_at,55086_at,55353_at,5577_at,55959_at,5644_at,56952_at,5711_at,64073_at,65982_at,6624_at,79633_at,79772_at,84189_at,84525_at,84677_at,85236_at,875_at,89944_at,label
8.50,4.41,9.72,3.51,8.85,7.92,9.70,10.06,6.48,4.88,10.38,3.85,12.16,9.11,4.41,8.17,13.31,3.95,5.03,4.04,9.60,8.86,5.27,12.95,8.31,9.43,4.05,4.02,9.54,9.62,4.15,5.78,3.66,4.49,6.30,7.19,4.85,13.01,8.61,6.20,1.00
10.39,3.98,9.25,4.63,8.31,7.79,9.15,11.92,7.07,6.75,10.55,4.03,13.48,9.68,10.14,4.32,14.15,4.31,10.79,5.92,10.25,13.31,4.89,10.33,6.18,3.65,3.84,8.00,9.80,10.66,8.78,6.27,3.88,4.32,6.57,10.02,3.84,13.61,7.71,8.35,1.00
11.34,7.69,9.82,3.44,7.63,8.33,9.67,10.24,5.04,3.66,10.27,3.91,13.23,9.18,7.13,3.91,14.01,4.26,4.72,9.33,9.52,9.09,4.06,11.87,4.21,7.05,4.00,9.73,9.05,10.72,8.37,5.63,6.56,4.90,8.27,10.27,4.07,10.67,9.32,6.54,1.00
11.27,6.75,6.64,4.56,7.83,7.61,8.69,10.68,5.48,4.30,10.20,3.80,13.28,9.32,5.59,4.11,12.78,4.22,4.65,9.09,10.40,4.30,6.11,12.20,4.54,3.65,4.13,10.63,9.76,11.75,9.12,8.88,6.83,4.26,3.87,4.31,3.86,11.44,7.90,8.25,1.00
5.91,7.34,10.41,3.61,6.58,7.97,4.67,9.31,6.35,4.28,9.17,7.59,12.48,3.99,4.20,5.04,12.15,4.04,4.71,4.30,10.34,6.15,7.93,12.57,8.71,5.53,4.21,4.64,9.19,10.53,4.18,9.12,4.00,4.63,3.96,3.86,3.80,9.96,4.08,8.87,0.00
10.28,4.35,9.11,3.73,9.23,8.05,4.97,12.70,4.91,4.56,10.50,3.59,11.92,5.47,7.82,5.03,12.67,4.09,8.24,8.73,10.68,6.50,4.23,11.67,10.48,9.52,4.28,10.79,8.61,10.73,8.31,7.86,3.99,5.55,3.95,4.02,11.33,11.63,8.91,4.01,1.00
9.42,4.39,4.79,3.79,7.11,8.54,10.52,10.87,9.08,3.89,10.58,3.65,5.72,3.84,4.36,3.92,10.84,4.29,4.80,10.07,10.69,5.02,3.28,10.09,4.00,4.19,4.41,4.62,8.74,9.49,5.65,8.19,3.90,6.93,3.82,4.14,3.57,10.58,8.34,9.32,1.00
10.28,4.67,6.71,3.82,8.50,8.03,10.20,10.84,7.15,5.63,4.75,3.64,13.30,3.97,3.89,3.89,11.92,4.69,6.15,8.15,10.65,4.99,7.72,12.74,6.94,3.62,4.02,4.37,8.61,11.95,4.16,7.19,5.98,6.96,3.85,4.15,3.79,10.79,8.72,7.95,1.00
5.17,4.85,3.69,3.64,8.73,8.60,11.44,9.30,10.53,6.08,4.24,3.82,12.16,3.90,4.55,3.63,8.61,4.34,4.71,9.26,10.90,4.09,5.12,12.23,8.20,3.54,4.14,4.00,9.00,10.21,5.38,5.44,8.19,8.13,4.01,3.95,3.54,10.11,10.20,7.99,1.00
10.05,4.30,9.49,3.85,6.82,7.97,4.84,11.36,4.64,3.82,5.32,3.75,12.62,4.04,4.16,3.81,11.21,3.99,5.56,4.29,10.70,7.87,3.62,12.68,7.61,8.84,4.11,3.88,9.13,10.67,4.91,9.46,3.70,4.58,4.09,3.92,10.44,9.50,4.05,8.59,0.00
8.70,3.84,9.96,3.38,8.12,6.23,7.91,10.82,8.01,3.92,10.13,3.81,12.30,3.86,4.69,4.03,11.78,3.66,5.81,9.38,10.66,5.21,4.34,11.58,4.03,4.13,4.39,4.42,9.44,6.19,9.91,7.57,3.63,4.05,3.98,3.75,11.24,10.49,8.11,4.76,0.00
6.15,4.32,4.51,3.86,5.70,8.25,4.40,7.83,11.37,4.05,9.77,6.73,9.44,4.19,4.10,4.34,5.33,4.02,4.65,9.60,9.76,3.87,7.45,12.53,9.52,10.08,3.96,4.55,9.18,3.81,3.84,9.76,3.99,6.41,3.94,4.21,3.98,13.03,9.69,8.05,0.00
9.85,4.02,6.24,3.46,6.81,8.56,4.48,8.22,6.85,7.97,8.78,3.89,12.39,4.25,7.35,3.95,11.61,4.33,4.44,9.81,9.79,7.53,3.63,12.30,7.73,5.07,3.89,9.80,9.32,3.92,6.72,8.34,4.57,6.45,3.75,7.22,3.73,12.54,9.61,7.69,0.00
6.45,4.98,7.99,3.79,7.46,8.33,11.14,12.62,4.71,7.33,10.18,4.03,12.43,11.14,6.76,4.40,13.39,6.16,4.63,4.03,10.84,11.70,4.95,11.48,5.35,8.53,4.43,8.70,9.09,12.56,4.37,7.45,4.22,7.65,9.86,7.27,3.65,10.57,4.49,7.74,1.00
10.22,4.55,9.25,3.70,8.40,6.73,8.30,11.46,4.89,3.94,9.89,3.68,12.83,9.40,7.58,4.62,14.51,5.15,4.71,4.15,9.37,6.78,5.53,10.87,4.41,7.79,4.32,7.84,8.88,11.25,4.67,8.13,3.81,4.68,3.91,4.26,3.93,12.16,5.88,8.05,1.00
5.22,4.37,4.74,3.76,5.50,8.26,8.11,8.33,4.53,3.93,11.22,3.83,13.27,3.98,10.88,4.21,13.48,4.21,4.55,9.98,11.20,8.68,6.37,11.11,8.87,3.99,4.03,10.71,9.16,3.57,7.88,9.70,6.89,4.83,4.02,5.37,3.83,10.57,7.59,5.14,0.00
7.68,5.51,11.28,9.52,6.88,7.13,10.32,7.40,7.58,6.34,10.66,6.34,9.03,3.92,10.63,6.18,8.21,4.29,4.67,9.13,9.28,12.78,5.95,12.09,9.94,11.14,4.18,8.65,8.35,4.02,8.17,9.21,4.22,6.00,4.06,3.99,11.74,12.17,6.57,7.60,0.00
5.25,4.10,5.04,6.60,6.67,7.95,7.46,9.59,4.90,3.98,10.96,3.98,12.63,3.98,10.55,4.64,13.01,4.17,4.51,8.96,10.67,8.78,5.48,10.45,7.50,5.75,3.79,9.69,8.48,3.33,7.80,9.05,8.19,4.40,3.89,3.73,3.57,10.99,8.72,5.36,1.00
5.65,4.06,5.62,9.35,6.45,8.45,6.77,7.33,6.53,5.05,10.48,4.31,13.25,4.76,8.21,5.02,12.96,5.30,4.12,9.53,11.46,8.20,7.43,11.71,8.22,3.63,4.37,10.21,8.93,11.17,8.35,8.69,6.89,7.40,6.41,4.13,3.94,12.82,4.41,4.62,1.00
8.89,5.95,11.07,3.37,6.90,8.66,10.19,8.37,5.48,4.01,9.77,3.86,12.63,8.59,11.39,13.46,12.83,4.34,4.37,8.75,10.43,9.21,3.70,10.58,3.98,12.11,4.16,7.70,8.99,11.56,6.54,10.58,7.23,4.39,8.41,6.89,4.03,12.83,4.37,5.21,1.00
5.82,4.49,4.45,3.93,5.79,7.54,9.36,9.69,5.01,3.89,11.40,4.06,13.43,4.10,11.48,4.14,13.67,4.55,4.90,9.91,11.64,9.21,5.15,10.59,8.41,3.80,4.11,9.74,9.21,3.63,7.48,8.80,6.65,4.75,4.55,8.02,3.96,11.56,6.93,5.43,0.00
4.94,4.32,11.96,3.63,6.45,8.23,5.25,8.36,5.57,8.90,11.02,8.32,7.22,7.28,6.59,4.11,14.54,4.76,4.64,9.26,11.13,7.31,8.19,11.82,8.75,4.11,3.78,3.73,7.91,3.77,4.73,5.57,3.93,6.05,4.12,4.69,10.45,10.74,7.07,7.67,0.00
9.29,6.80,9.40,3.47,5.74,8.75,6.20,6.35,5.62,4.44,9.54,4.21,12.62,4.14,4.09,4.18,11.28,4.10,4.69,9.25,10.03,9.80,7.35,11.71,8.82,4.85,3.96,4.20,7.81,7.34,4.58,9.14,5.11,7.31,4.00,4.28,3.65,12.52,7.76,5.72,0.00
8.06,8.24,9.65,3.58,7.59,8.60,4.55,11.92,9.47,4.68,9.97,3.88,13.87,10.86,4.39,14.56,12.49,4.24,7.12,7.87,9.95,8.50,7.62,12.19,10.06,3.86,3.94,9.94,8.53,9.66,8.80,7.40,3.87,4.13,7.60,3.92,11.04,12.78,8.15,9.11,1.00
5.88,3.96,10.85,3.75,5.82,8.40,10.76,7.89,8.20,7.01,10.53,8.58,12.78,4.42,3.84,5.36,13.90,4.28,4.45,9.03,10.01,11.69,5.99,12.23,9.82,5.61,3.90,4.74,8.61,3.46,5.20,9.27,4.10,7.13,9.94,4.03,10.27,11.36,7.54,4.15,0.00
11.09,6.26,10.28,3.61,7.57,8.12,5.36,10.89,5.17,4.08,10.54,4.03,12.25,5.74,9.46,4.11,13.79,4.06,4.44,9.27,11.56,10.13,5.79,12.25,3.69,6.52,6.32,9.05,8.99,11.87,4.42,8.70,6.81,4.75,4.05,4.32,3.80,11.33,4.25,8.93,0.00
9.12,3.96,10.37,3.83,7.53,8.48,4.58,11.77,5.31,5.78,10.53,3.84,14.13,8.96,6.50,4.53,14.04,3.96,10.39,8.58,11.22,12.55,4.99,10.76,4.37,6.25,4.65,9.50,9.10,11.77,8.13,8.25,4.70,4.10,5.92,8.08,4.03,12.31,9.09,9.55,1.00
6.80,6.29,9.28,5.79,7.93,8.42,5.09,7.46,5.26,9.10,10.83,6.57,11.88,3.94,10.06,5.73,12.33,4.57,4.52,9.03,11.69,12.53,4.39,11.23,6.86,3.94,4.01,8.93,9.89,12.13,11.07,8.77,5.90,4.73,7.61,4.17,3.98,12.90,5.70,10.38,0.00
7.27,4.21,7.89,3.52,9.56,7.72,8.95,7.04,10.86,3.88,9.93,3.79,12.24,4.13,4.27,4.21,8.95,4.08,9.44,9.32,10.60,4.06,3.92,12.67,8.82,9.49,4.02,5.81,9.31,11.44,7.51,7.16,4.51,4.45,3.92,3.93,3.72,9.87,10.00,5.83,1.00
4.85,3.91,7.14,7.03,6.12,9.74,9.33,8.76,7.93,9.29,10.03,3.74,3.96,3.99,8.28,3.73,7.60,4.56,4.41,10.45,9.60,4.34,4.15,11.91,9.81,9.53,3.78,10.96,3.85,3.75,9.30,9.40,4.62,4.36,3.96,5.00,4.09,9.29,9.63,7.07,1.00
4.75,4.19,11.95,3.35,5.92,8.53,7.96,7.18,8.36,7.28,10.59,6.29,12.20,4.62,4.86,3.76,14.69,4.61,4.48,8.35,10.87,8.93,8.28,11.81,9.24,3.84,3.90,4.11,7.45,4.15,5.35,8.97,3.78,7.63,4.09,3.76,5.65,10.15,8.17,8.03,0.00
10.31,4.32,8.44,3.37,7.82,7.75,4.56,5.50,4.84,9.59,10.24,3.88,13.09,3.98,6.32,4.02,11.87,4.23,4.78,9.20,11.57,7.14,7.76,11.50,5.33,3.65,3.92,9.22,9.40,10.09,8.50,6.40,6.05,4.63,4.11,3.92,3.99,13.07,5.07,4.79,0.00
6.37,3.92,4.53,7.43,8.51,8.10,12.74,5.01,4.59,3.81,10.38,3.57,12.48,6.23,9.17,4.01,5.21,3.89,4.53,3.95,10.02,4.07,6.53,12.34,3.87,10.89,4.20,7.98,8.57,11.70,4.00,10.75,6.10,4.24,3.84,4.10,4.43,11.43,7.25,4.83,1.00
9.36,4.24,8.54,3.56,8.61,7.90,9.70,11.60,5.61,4.32,9.78,3.84,11.59,3.92,8.58,4.09,13.07,4.50,5.06,9.93,9.35,3.98,3.94,13.01,5.14,6.34,7.53,10.27,8.37,9.95,8.44,4.80,4.27,4.51,4.18,3.91,3.85,12.12,10.39,8.14,1.00
5.21,4.19,4.65,3.70,9.90,7.94,4.51,9.58,6.32,4.05,9.73,4.14,3.80,4.29,4.21,4.73,6.99,5.09,4.34,9.45,6.45,3.70,9.52,3.74,7.17,3.93,4.01,4.50,8.19,4.51,7.50,5.35,4.03,4.45,3.93,4.35,4.36,10.70,4.60,5.36,0.00
