144501_at,148641_at,22882_at,23283_at,23767_at,26751_at,2731_at,27445_at,285148_at,301_at,3248_at,3487_at,3861_at,3958_at,50810_at,50865_at,5327_at,55086_at,55959_at,5644_at,56952_at,5711_at,64073_at,65982_at,79633_at,84189_at,84677_at,85236_at,875_at,89944_at,label
4.82,3.88,6.05,8.73,4.26,12.18,6.05,3.73,9.63,6.71,4.50,7.25,4.00,13.84,3.94,10.02,3.89,4.54,3.91,4.06,8.96,8.76,7.49,4.61,3.61,3.88,3.82,11.47,7.35,8.70,1.00
8.08,5.99,6.03,9.01,9.46,8.54,8.68,4.29,10.46,13.13,4.44,9.51,3.73,13.27,9.66,9.51,11.89,3.95,9.84,4.25,6.68,8.61,3.87,8.54,6.58,12.87,3.68,9.23,9.32,8.71,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.44,4.14,5.07,9.01,9.71,9.77,7.15,6.15,10.65,12.91,5.87,6.17,4.12,14.30,8.50,10.96,11.61,8.53,3.59,4.11,4.65,8.60,4.00,3.81,4.77,4.02,3.99,10.74,6.90,4.88,0.00
9.65,4.32,8.16,7.67,6.55,10.64,4.51,3.87,7.51,9.14,3.85,9.20,6.08,12.83,8.37,10.49,13.66,5.98,10.81,6.63,9.74,9.24,11.76,8.05,4.03,3.92,3.89,12.88,7.99,7.31,0.00
5.64,5.45,7.98,7.62,4.46,8.90,5.07,5.34,9.19,13.18,3.84,9.91,5.23,11.66,10.14,9.15,8.94,4.28,6.02,4.05,7.05,9.72,4.94,7.17,4.34,3.93,4.11,12.22,6.23,7.53,0.00
5.00,3.87,6.39,7.44,4.54,9.83,4.57,4.74,10.74,13.80,4.04,8.54,4.15,12.64,9.69,10.22,9.47,7.41,4.61,4.29,8.00,8.88,4.49,9.03,8.81,4.35,3.77,11.39,7.51,4.87,0.00
4.29,4.30,4.93,5.16,8.12,8.89,7.49,7.20,10.71,5.06,4.08,7.26,3.76,9.91,10.36,12.31,3.84,3.67,4.84,4.16,11.54,8.40,3.86,10.01,4.83,9.06,9.83,11.39,10.31,7.85,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.92,4.00,10.11,7.34,7.88,8.13,5.31,3.92,8.49,5.02,4.73,4.02,4.19,4.03,4.45,6.04,3.73,7.74,3.72,4.70,4.32,8.06,3.82,4.14,3.75,4.08,3.94,9.87,4.38,4.64,0.00
4.73,7.88,6.14,8.79,4.25,8.74,4.74,3.76,9.76,10.70,4.19,4.49,3.73,5.58,4.22,9.57,3.92,6.67,3.80,4.25,4.13,8.40,3.34,7.73,4.24,3.73,3.93,9.54,8.91,5.69,1.00
7.58,4.04,5.67,8.91,4.55,8.49,4.60,4.48,9.99,12.02,3.99,4.77,4.05,10.98,9.69,11.05,12.23,7.54,3.71,4.21,4.96,8.61,4.63,4.27,7.30,3.95,8.58,9.89,7.14,4.78,0.00
10.73,6.29,6.80,8.18,4.35,8.21,6.84,5.02,10.78,12.64,3.89,8.95,5.23,11.67,9.38,10.25,6.80,4.07,6.30,3.90,8.89,9.02,8.84,7.45,6.01,3.98,3.82,5.16,5.03,6.45,1.00
4.95,4.09,5.27,8.09,4.09,9.18,5.22,3.69,4.47,11.70,9.83,7.12,4.38,7.42,10.14,13.16,3.89,4.21,3.69,4.16,9.61,8.22,3.79,4.95,4.03,6.69,3.44,13.20,10.03,6.43,0.00
9.94,4.38,9.18,8.29,4.41,10.96,8.33,4.75,9.99,12.59,4.66,7.16,11.52,13.31,9.28,9.91,7.97,4.94,7.62,4.18,4.55,9.11,10.57,4.33,3.95,4.33,3.88,10.86,7.34,5.59,1.00
6.34,4.65,6.80,8.70,8.85,8.33,8.11,5.00,9.63,9.95,4.50,6.67,4.09,10.12,9.13,10.82,4.61,5.80,3.76,4.23,8.64,8.21,4.96,6.90,4.87,3.93,9.56,4.41,9.20,8.65,1.00
8.76,3.95,5.08,7.77,3.91,7.47,5.66,7.26,9.61,13.05,3.77,6.53,4.11,12.37,10.15,10.28,7.03,6.87,4.58,3.94,6.41,8.75,3.76,7.76,5.37,3.65,3.97,11.83,6.49,5.63,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.97,4.02,9.77,8.62,4.48,8.12,5.60,3.58,9.84,4.14,4.08,5.80,4.15,9.72,10.24,4.51,3.80,3.72,6.10,4.38,5.77,8.12,3.43,8.45,3.77,3.93,4.18,10.66,8.86,4.20,1.00
8.47,4.41,8.78,8.14,4.78,10.07,6.40,6.36,9.86,9.22,6.42,6.39,5.20,5.03,7.93,10.93,3.78,4.15,3.80,4.30,6.20,8.97,4.10,10.13,4.16,7.57,5.62,12.35,9.80,7.70,0.00
7.30,6.62,7.73,8.57,7.59,6.62,5.49,5.37,10.53,12.15,3.89,4.14,13.57,7.46,9.24,10.71,4.29,7.97,10.30,3.98,4.55,8.41,3.98,9.00,6.57,6.74,3.70,12.72,7.20,6.99,1.00
5.89,5.02,7.31,7.59,8.79,11.56,4.77,6.22,9.51,12.99,8.29,8.53,13.52,11.31,8.08,10.92,9.29,7.99,4.84,4.18,3.86,8.87,11.35,7.90,4.54,7.84,10.18,12.10,8.06,8.48,1.00
8.50,4.41,8.85,7.92,9.70,10.06,6.48,4.88,10.38,12.16,9.11,4.41,8.17,13.31,4.04,9.60,8.86,5.27,9.43,4.05,4.02,9.54,9.62,4.15,3.66,6.30,4.85,13.01,8.61,6.20,1.00
10.39,3.98,8.31,7.79,9.15,11.92,7.07,6.75,10.55,13.48,9.68,10.14,4.32,14.15,5.92,10.25,13.31,4.89,3.65,3.84,8.00,9.80,10.66,8.78,3.88,6.57,3.84,13.61,7.71,8.35,1.00
11.34,7.69,7.63,8.33,9.67,10.24,5.04,3.66,10.27,13.23,9.18,7.13,3.91,14.01,9.33,9.52,9.09,4.06,7.05,4.00,9.73,9.05,10.72,8.37,6.56,8.27,4.07,10.67,9.32,6.54,1.00
11.27,6.75,7.83,7.61,8.69,10.68,5.48,4.30,10.20,13.28,9.32,5.59,4.11,12.78,9.09,10.40,4.30,6.11,3.65,4.13,10.63,9.76,11.75,9.12,6.83,3.87,3.86,11.44,7.90,8.25,1.00
5.91,7.34,6.58,7.97,4.67,9.31,6.35,4.28,9.17,12.48,3.99,4.20,5.04,12.15,4.30,10.34,6.15,7.93,5.53,4.21,4.64,9.19,10.53,4.18,4.00,3.96,3.80,9.96,4.08,8.87,0.00
10.28,4.35,9.23,8.05,4.97,12.70,4.91,4.56,10.50,11.92,5.47,7.82,5.03,12.67,8.73,10.68,6.50,4.23,9.52,4.28,10.79,8.61,10.73,8.31,3.99,3.95,11.33,11.63,8.91,4.01,1.00
9.42,4.39,7.11,8.54,10.52,10.87,9.08,3.89,10.58,5.72,3.84,4.36,3.92,10.84,10.07,10.69,5.02,3.28,4.19,4.41,4.62,8.74,9.49,5.65,3.90,3.82,3.57,10.58,8.34,9.32,1.00
10.28,4.67,8.50,8.03,10.20,10.84,7.15,5.63,4.75,13.30,3.97,3.89,3.89,11.92,8.15,10.65,4.99,7.72,3.62,4.02,4.37,8.61,11.95,4.16,5.98,3.85,3.79,10.79,8.72,7.95,1.00
5.17,4.85,8.73,8.60,11.44,9.30,10.53,6.08,4.24,12.16,3.90,4.55,3.63,8.61,9.26,10.90,4.09,5.12,3.54,4.14,4.00,9.00,10.21,5.38,8.19,4.01,3.54,10.11,10.20,7.99,1.00
10.05,4.30,6.82,7.97,4.84,11.36,4.64,3.82,5.32,12.62,4.04,4.16,3.81,11.21,4.29,10.70,7.87,3.62,8.84,4.11,3.88,9.13,10.67,4.91,3.70,4.09,10.44,9.50,4.05,8.59,0.00
8.70,3.84,8.12,6.23,7.91,10.82,8.01,3.92,10.13,12.30,3.86,4.69,4.03,11.78,9.38,10.66,5.21,4.34,4.13,4.39,4.42,9.44,6.19,9.91,3.63,3.98,11.24,10.49,8.11,4.76,0.00
6.15,4.32,5.70,8.25,4.40,7.83,11.37,4.05,9.77,9.44,4.19,4.10,4.34,5.33,9.60,9.76,3.87,7.45,10.08,3.96,4.55,9.18,3.81,3.84,3.99,3.94,3.98,13.03,9.69,8.05,0.00
9.85,4.02,6.81,8.56,4.48,8.22,6.85,7.97,8.78,12.39,4.25,7.35,3.95,11.61,9.81,9.79,7.53,3.63,5.07,3.89,9.80,9.32,3.92,6.72,4.57,3.75,3.73,12.54,9.61,7.69,0.00
6.45,4.98,7.46,8.33,11.14,12.62,4.71,7.33,10.18,12.43,11.14,6.76,4.40,13.39,4.03,10.84,11.70,4.95,8.53,4.43,8.70,9.09,12.56,4.37,4.22,9.86,3.65,10.57,4.49,7.74,1.00
10.22,4.55,8.40,6.73,8.30,11.46,4.89,3.94,9.89,12.83,9.40,7.58,4.62,14.51,4.15,9.37,6.78,5.53,7.79,4.32,7.84,8.88,11.25,4.67,3.81,3.91,3.93,12.16,5.88,8.05,1.00
5.22,4.37,5.50,8.26,8.11,8.33,4.53,3.93,11.22,13.27,3.98,10.88,4.21,13.48,9.98,11.20,8.68,6.37,3.99,4.03,10.71,9.16,3.57,7.88,6.89,4.02,3.83,10.57,7.59,5.14,0.00
7.68,5.51,6.88,7.13,10.32,7.40,7.58,6.34,10.66,9.03,3.92,10.63,6.18,8.21,9.13,9.28,12.78,5.95,11.14,4.18,8.65,8.35,4.02,8.17,4.22,4.06,11.74,12.17,6.57,7.60,0.00
5.25,4.10,6.67,7.95,7.46,9.59,4.90,3.98,10.96,12.63,3.98,10.55,4.64,13.01,8.96,10.67,8.78,5.48,5.75,3.79,9.69,8.48,3.33,7.80,8.19,3.89,3.57,10.99,8.72,5.36,1.00
5.65,4.06,6.45,8.45,6.77,7.33,6.53,5.05,10.48,13.25,4.76,8.21,5.02,12.96,9.53,11.46,8.20,7.43,3.63,4.37,10.21,8.93,11.17,8.35,6.89,6.41,3.94,12.82,4.41,4.62,1.00
8.89,5.95,6.90,8.66,10.19,8.37,5.48,4.01,9.77,12.63,8.59,11.39,13.46,12.83,8.75,10.43,9.21,3.70,12.11,4.16,7.70,8.99,11.56,6.54,7.23,8.41,4.03,12.83,4.37,5.21,1.00
5.82,4.49,5.79,7.54,9.36,9.69,5.01,3.89,11.40,13.43,4.10,11.48,4.14,13.67,9.91,11.64,9.21,5.15,3.80,4.11,9.74,9.21,3.63,7.48,6.65,4.55,3.96,11.56,6.93,5.43,0.00
4.94,4.32,6.45,8.23,5.25,8.36,5.57,8.90,11.02,7.22,7.28,6.59,4.11,14.54,9.26,11.13,7.31,8.19,4.11,3.78,3.73,7.91,3.77,4.73,3.93,4.12,10.45,10.74,7.07,7.67,0.00
9.29,6.80,5.74,8.75,6.20,6.35,5.62,4.44,9.54,12.62,4.14,4.09,4.18,11.28,9.25,10.03,9.80,7.35,4.85,3.96,4.20,7.81,7.34,4.58,5.11,4.00,3.65,12.52,7.76,5.72,0.00
8.06,8.24,7.59,8.60,4.55,11.92,9.47,4.68,9.97,13.87,10.86,4.39,14.56,12.49,7.87,9.95,8.50,7.62,3.86,3.94,9.94,8.53,9.66,8.80,3.87,7.60,11.04,12.78,8.15,9.11,1.00
5.88,3.96,5.82,8.40,10.76,7.89,8.20,7.01,10.53,12.78,4.42,3.84,5.36,13.90,9.03,10.01,11.69,5.99,5.61,3.90,4.74,8.61,3.46,5.20,4.10,9.94,10.27,11.36,7.54,4.15,0.00
11.09,6.26,7.57,8.12,5.36,10.89,5.17,4.08,10.54,12.25,5.74,9.46,4.11,13.79,9.27,11.56,10.13,5.79,6.52,6.32,9.05,8.99,11.87,4.42,6.81,4.05,3.80,11.33,4.25,8.93,0.00
9.12,3.96,7.53,8.48,4.58,11.77,5.31,5.78,10.53,14.13,8.96,6.50,4.53,14.04,8.58,11.22,12.55,4.99,6.25,4.65,9.50,9.10,11.77,8.13,4.70,5.92,4.03,12.31,9.09,9.55,1.00
6.80,6.29,7.93,8.42,5.09,7.46,5.26,9.10,10.83,11.88,3.94,10.06,5.73,12.33,9.03,11.69,12.53,4.39,3.94,4.01,8.93,9.89,12.13,11.07,5.90,7.61,3.98,12.90,5.70,10.38,0.00
7.27,4.21,9.56,7.72,8.95,7.04,10.86,3.88,9.93,12.24,4.13,4.27,4.21,8.95,9.32,10.60,4.06,3.92,9.49,4.02,5.81,9.31,11.44,7.51,4.51,3.92,3.72,9.87,10.00,5.83,1.00
4.85,3.91,6.12,9.74,9.33,8.76,7.93,9.29,10.03,3.96,3.99,8.28,3.73,7.60,10.45,9.60,4.34,4.15,9.53,3.78,10.96,3.85,3.75,9.30,4.62,3.96,4.09,9.29,9.63,7.07,1.00
4.75,4.19,5.92,8.53,7.96,7.18,8.36,7.28,10.59,12.20,4.62,4.86,3.76,14.69,8.35,10.87,8.93,8.28,3.84,3.90,4.11,7.45,4.15,5.35,3.78,4.09,5.65,10.15,8.17,8.03,0.00
10.31,4.32,7.82,7.75,4.56,5.50,4.84,9.59,10.24,13.09,3.98,6.32,4.02,11.87,9.20,11.57,7.14,7.76,3.65,3.92,9.22,9.40,10.09,8.50,6.05,4.11,3.99,13.07,5.07,4.79,0.00
6.37,3.92,8.51,8.10,12.74,5.01,4.59,3.81,10.38,12.48,6.23,9.17,4.01,5.21,3.95,10.02,4.07,6.53,10.89,4.20,7.98,8.57,11.70,4.00,6.10,3.84,4.43,11.43,7.25,4.83,1.00
9.36,4.24,8.61,7.90,9.70,11.60,5.61,4.32,9.78,11.59,3.92,8.58,4.09,13.07,9.93,9.35,3.98,3.94,6.34,7.53,10.27,8.37,9.95,8.44,4.27,4.18,3.85,12.12,10.39,8.14,1.00
5.21,4.19,9.90,7.94,4.51,9.58,6.32,4.05,9.73,3.80,4.29,4.21,4.73,6.99,9.45,6.45,3.70,9.52,3.93,4.01,4.50,8.19,4.51,7.50,4.03,3.93,4.36,10.70,4.60,5.36,0.00
4.91,4.58,8.44,9.20,4.75,10.78,5.93,3.88,10.15,8.66,8.55,3.94,3.83,4.19,10.37,9.74,3.99,8.74,3.65,3.82,5.62,8.74,3.91,8.40,4.07,3.85,3.64,8.82,9.06,7.23,1.00
5.21,4.00,5.65,7.53,8.73,8.32,5.20,6.88,10.67,8.77,5.00,3.79,4.22,14.26,8.34,10.61,11.57,5.95,9.15,3.71,4.14,8.48,4.10,5.23,3.56,4.02,9.93,11.67,7.99,6.68,0.00
7.03,4.16,7.30,8.27,9.56,9.72,11.18,3.63,10.99,12.60,3.94,7.67,4.19,13.16,5.60,9.78,6.87,8.39,3.68,4.13,6.75,9.02,4.01,4.40,3.81,4.63,3.79,11.64,4.47,6.24,0.00
