10788_at,144501_at,148641_at,1759_at,1846_at,200150_at,22882_at,23283_at,23767_at,26751_at,2731_at,27445_at,285148_at,285735_at,301_at,3248_at,329_at,3487_at,3861_at,3958_at,400798_at,4118_at,50810_at,50865_at,5274_at,5327_at,55086_at,55353_at,5577_at,55959_at,5644_at,56952_at,56975_at,5711_at,57162_at,64073_at,65982_at,6624_at,79633_at,79746_at,79772_at,81558_at,83592_at,84189_at,84525_at,84677_at,85236_at,875_at,89944_at,9770_at,label
7.78,6.87,3.82,5.08,5.93,3.62,7.73,8.14,4.16,7.20,7.84,7.08,10.51,3.89,12.94,3.97,10.77,6.86,4.57,13.21,5.24,4.36,9.72,9.95,9.26,8.54,4.72,11.66,8.81,3.60,4.03,8.98,9.99,4.13,7.28,3.89,7.83,10.62,5.31,4.56,6.73,7.54,4.08,4.19,4.11,4.08,11.54,6.81,4.97,7.16,1.00
4.69,5.87,3.95,6.30,6.18,3.76,7.15,8.30,4.53,7.33,4.94,9.42,9.60,4.03,12.48,3.93,12.23,8.03,8.46,12.12,4.31,4.65,9.66,9.96,6.28,3.68,4.16,11.99,6.29,10.71,3.85,9.13,10.34,8.78,6.53,3.98,8.69,9.81,6.63,4.21,5.28,6.72,3.83,3.73,4.16,4.12,10.31,8.46,4.80,4.40,1.00
10.67,4.82,4.16,6.25,8.50,3.63,10.83,9.59,6.15,9.72,10.85,3.90,9.27,3.88,4.09,4.26,9.86,8.70,3.87,4.39,4.62,4.48,10.42,8.51,4.90,3.49,3.61,12.33,4.73,3.88,3.99,8.63,8.43,3.97,8.05,3.86,9.05,7.76,4.00,4.77,4.60,10.06,4.24,4.05,3.94,4.01,11.28,6.55,5.54,9.29,1.00
4.68,9.82,7.18,9.26,5.69,3.55,8.54,8.36,5.29,9.00,9.25,3.73,11.07,3.69,12.15,7.54,11.20,4.18,4.50,10.29,4.52,4.56,8.43,9.05,4.68,5.63,6.61,12.60,7.35,6.41,4.20,4.06,8.27,8.95,7.33,11.27,6.76,9.06,4.50,4.65,10.02,6.03,5.15,3.85,4.09,3.67,9.66,8.41,6.30,8.46,1.00
4.69,7.59,6.93,6.16,10.09,3.46,5.55,7.97,8.29,6.85,4.84,5.37,9.14,3.83,13.76,3.90,11.33,10.80,11.94,11.41,4.13,4.61,9.85,10.32,5.18,12.92,3.53,10.94,8.36,6.90,3.95,5.92,8.26,8.14,6.10,11.72,7.58,9.01,7.09,6.37,5.39,6.98,4.04,4.59,4.10,4.17,11.99,5.47,7.41,4.03,0.00
4.59,11.06,3.85,9.17,8.65,3.50,5.26,7.75,6.59,8.70,5.74,10.11,9.63,4.03,12.88,4.02,11.66,5.71,3.76,12.42,4.05,4.51,9.45,10.03,6.55,11.89,4.18,11.12,8.78,7.40,4.09,8.67,8.49,9.10,5.89,11.05,3.76,9.40,4.90,4.01,4.78,7.32,4.02,3.89,4.22,3.80,12.65,6.91,6.46,8.08,0.00
5.15,4.93,4.09,7.78,3.94,3.64,4.71,7.99,9.79,8.84,7.73,3.80,4.64,3.93,5.89,4.01,11.23,5.35,4.29,5.05,5.25,4.44,10.06,11.04,5.40,3.80,4.85,11.93,8.99,4.04,3.76,5.75,6.59,9.28,8.68,4.16,8.71,8.36,4.01,4.32,4.88,7.81,4.24,4.17,4.16,4.21,12.26,10.59,7.33,4.28,0.00
9.05,4.74,8.73,6.35,4.70,3.62,8.30,9.56,4.47,8.87,4.80,3.58,9.40,3.72,7.56,3.89,9.93,6.20,4.18,4.07,4.29,11.68,10.15,3.54,4.71,3.67,4.14,3.99,7.57,3.73,4.11,5.38,3.91,8.59,7.40,3.79,8.64,4.75,4.11,4.30,4.71,10.94,4.30,3.92,3.99,4.24,9.59,4.33,5.36,4.09,1.00
10.94,5.15,3.98,6.14,7.60,3.77,8.28,8.63,4.11,8.89,11.56,3.80,8.39,4.27,4.37,6.97,9.60,4.16,3.71,13.61,4.20,4.58,4.10,8.76,7.90,3.64,7.73,4.06,8.41,5.64,4.19,4.57,3.70,8.59,9.19,3.72,4.62,5.15,4.19,4.44,4.78,11.00,4.12,3.87,4.41,11.08,12.35,4.35,3.96,5.08,0.00
7.63,9.57,4.31,5.57,8.88,3.57,10.44,7.27,4.37,10.49,9.06,4.11,10.56,3.83,6.89,5.43,10.05,4.40,4.41,8.54,4.37,8.49,6.90,9.79,4.68,3.55,3.98,9.94,5.47,4.81,4.83,4.07,4.87,9.53,6.56,10.13,4.54,4.35,3.77,8.07,3.85,6.59,4.55,3.94,3.93,8.43,12.18,6.32,8.32,6.79,0.00
