100289098_at,117177_at,134265_at,1820_at,25937_at,390916_at,5728_at,81618_at,83742_at,9569_at,label
4.84,5.61,4.17,6.54,5.69,8.60,9.99,9.32,8.90,9.27,1.00
7.91,5.85,5.60,5.37,10.31,10.22,7.17,8.24,9.29,9.98,0.00
7.71,5.35,4.00,8.47,4.72,10.50,11.17,10.01,4.81,8.12,1.00
8.11,7.83,4.06,8.40,4.79,10.93,9.87,8.61,7.03,5.36,1.00
9.43,4.92,4.37,5.63,8.38,10.12,7.63,10.10,10.29,9.74,0.00
6.74,7.66,4.39,5.67,8.00,9.45,7.31,8.09,5.28,9.90,0.00
8.19,6.37,4.27,7.61,7.68,11.08,7.82,8.65,9.32,8.83,1.00
7.39,6.42,4.05,7.35,6.52,11.01,10.05,8.42,6.82,7.15,0.00
7.14,4.89,7.42,6.14,8.17,9.80,8.83,7.06,8.73,9.58,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8.23,8.16,4.19,6.07,4.70,10.55,8.84,5.54,4.77,6.32,0.00
7.92,8.48,4.11,4.33,4.45,9.42,10.36,6.39,4.91,5.65,0.00
7.85,8.03,3.94,4.64,6.88,11.31,9.58,6.97,4.83,9.68,0.00
6.81,7.47,6.17,6.78,8.25,10.38,8.54,8.06,9.66,8.20,1.00
6.34,6.64,5.22,6.48,8.58,10.58,8.58,8.97,8.08,8.57,0.00
7.64,6.48,4.37,6.23,10.12,10.52,8.77,9.24,9.21,9.22,1.00
8.10,5.33,3.97,5.96,5.69,11.34,8.43,7.94,5.84,9.81,0.00
7.01,6.00,5.36,4.66,9.06,9.77,9.43,8.49,9.64,9.05,1.00
6.84,5.12,4.46,7.06,7.66,3.60,9.66,10.39,9.14,8.70,1.00
7.26,5.98,3.60,7.75,4.57,10.48,9.24,7.69,8.71,7.19,1.00
6.39,7.27,3.97,6.36,8.11,10.52,9.41,10.12,7.86,10.14,1.00
6.84,6.89,3.94,6.72,6.81,10.61,9.04,8.64,6.45,10.18,1.00
8.64,6.97,3.93,6.75,8.63,10.75,7.75,9.03,7.99,9.56,1.00
8.90,7.09,6.48,4.75,9.28,11.14,9.77,9.41,8.14,8.02,0.00
7.88,6.21,6.52,4.94,9.72,10.28,8.25,8.17,9.26,9.32,0.00
8.25,6.44,6.66,7.93,4.43,9.85,10.17,9.53,7.36,6.19,1.00
6.31,6.07,7.07,5.41,9.06,10.14,8.58,8.71,7.95,8.45,0.00
9.38,4.84,4.64,5.51,10.59,10.72,8.20,9.00,8.56,9.25,0.00
10.02,7.15,3.96,6.14,4.56,10.52,10.58,5.62,4.54,6.50,0.00
10.58,7.01,4.02,6.58,4.64,10.30,10.41,6.60,5.23,6.31,0.00
8.64,7.22,6.87,5.34,9.01,10.21,7.98,7.19,8.45,9.50,0.00
7.88,5.87,6.02,6.38,8.02,9.77,7.51,10.67,8.82,9.22,0.00
6.07,5.34,3.87,8.26,4.57,10.38,9.25,10.59,8.71,8.30,1.00
8.20,6.55,6.81,4.61,7.94,10.29,8.19,8.63,8.74,7.85,0.00
7.95,5.52,3.77,8.11,5.84,11.65,9.49,7.71,9.24,8.98,1.00
8.05,4.61,4.05,8.47,7.94,10.25,8.01,10.38,9.16,9.42,1.00
8.25,5.82,7.04,4.51,9.31,9.69,7.81,8.86,6.84,9.17,0.00
7.72,6.40,6.45,6.04,9.20,9.09,8.43,9.36,9.12,8.70,1.00
7.50,6.46,3.97,8.42,4.32,10.46,10.04,10.79,4.88,9.01,1.00
7.26,6.61,4.16,4.54,7.52,11.22,8.96,7.18,6.22,10.00,0.00
8.23,4.29,5.85,5.22,9.63,10.08,4.51,10.85,8.87,9.09,0.00
7.45,5.24,4.31,5.51,8.73,10.27,6.25,11.60,7.78,8.97,0.00
8.45,5.52,4.14,5.31,7.82,11.61,8.32,8.43,4.92,9.51,0.00
8.68,8.35,7.59,6.10,9.23,11.38,8.84,9.34,8.43,9.67,0.00
8.46,7.75,4.09,4.64,9.69,10.88,6.62,9.31,8.34,8.74,0.00
7.52,7.46,6.17,6.45,4.45,10.97,8.10,8.58,7.84,8.30,0.00
6.68,7.34,4.25,10.11,7.90,9.97,8.13,8.88,4.87,9.02,1.00
8.96,4.68,4.04,6.02,7.50,10.51,4.88,8.87,9.72,9.50,1.00
7.96,6.69,5.92,6.09,7.93,10.87,8.22,10.02,7.95,8.83,0.00
7.12,4.65,5.18,5.83,8.48,9.82,8.79,9.30,10.08,9.19,1.00
8.68,4.84,5.62,5.44,9.94,10.08,10.41,8.90,9.57,8.31,1.00
9.95,5.42,7.34,5.79,9.59,9.85,8.67,9.74,8.90,8.55,0.00
8.68,4.64,7.44,5.02,10.48,10.35,7.33,10.11,9.14,7.72,0.00
8.17,6.41,5.26,4.90,8.76,9.80,8.55,7.41,9.96,8.61,0.00
7.79,6.00,4.06,4.82,10.03,9.94,8.12,7.92,9.37,8.83,0.00
6.79,7.82,4.23,5.44,4.39,9.90,8.76,9.23,8.69,9.44,1.00
7.54,7.20,4.07,6.05,4.36,9.92,10.05,7.02,5.23,9.31,1.00
8.08,5.75,5.11,4.26,8.81,10.52,7.57,9.33,8.01,8.89,0.00
5.26,7.26,4.35,4.47,8.83,9.99,8.53,7.58,8.77,9.89,1.00
6.65,7.01,5.74,5.61,10.16,10.59,7.55,9.34,8.85,8.23,0.00
7.52,7.33,5.06,7.75,11.01,10.10,8.52,10.34,8.27,9.35,0.00
9.10,7.82,3.90,4.79,4.11,11.04,9.62,9.36,8.35,9.51,0.00
