10553_at,157285_at,22949_at,3005_at,3429_at,3936_at,4013_at,4016_at,4998_at,50619_at,5332_at,54749_at,55769_at,60489_at,6091_at,79710_at,8460_at,8612_at,9060_at,91607_at,label
9.34,9.87,10.83,7.88,4.02,10.43,5.27,7.42,7.52,5.13,3.92,4.99,6.35,11.78,9.45,7.51,9.26,10.36,7.86,4.79,1.00
4.80,8.70,4.28,5.22,4.34,11.90,5.55,3.51,8.69,7.70,8.30,9.31,8.04,10.18,9.66,4.20,6.86,4.19,4.34,9.36,1.00
9.81,8.55,10.38,4.23,4.88,5.36,5.31,3.27,7.54,4.92,10.35,10.70,7.71,6.38,8.12,8.94,7.98,6.88,8.95,3.84,0.00
8.58,8.49,10.10,5.53,6.52,7.32,6.14,8.88,8.04,4.76,9.70,11.93,7.59,6.63,8.65,8.81,9.70,4.23,11.20,8.12,0.00
3.80,7.12,10.48,9.33,13.34,6.19,7.62,10.99,7.06,4.52,7.19,11.13,7.94,10.62,10.43,5.88,9.00,6.69,8.54,8.94,1.00
9.14,7.73,10.18,7.73,4.28,5.55,4.84,3.35,7.08,5.26,6.07,5.04,5.54,7.41,10.45,8.49,10.47,9.26,9.57,3.34,1.00
4.45,5.12,11.02,10.49,10.88,5.79,5.29,3.34,7.89,4.79,4.39,4.64,7.92,7.86,11.20,6.02,7.43,4.43,6.01,3.49,1.00
8.88,3.86,9.88,8.91,5.06,6.91,8.75,11.20,8.11,5.08,4.62,8.88,8.14,8.81,10.76,7.74,6.50,4.50,6.35,9.09,1.00
9.69,9.85,9.98,8.76,4.62,4.93,6.18,7.54,6.92,5.13,12.00,12.15,4.85,9.30,9.69,9.87,8.30,8.83,9.57,9.08,0.00
4.62,5.85,4.22,5.17,4.82,11.92,5.64,3.69,9.12,9.02,5.71,10.02,8.73,10.18,4.45,4.26,4.72,4.67,4.30,9.74,1.00
8.43,6.47,4.15,4.84,4.55,11.65,6.68,3.35,8.71,7.64,3.82,4.75,7.09,10.19,8.57,7.35,6.91,4.62,6.20,3.57,1.00
9.85,11.33,10.01,12.32,7.95,4.73,5.94,3.60,4.66,5.54,3.69,10.05,8.01,7.16,3.96,7.66,5.36,11.25,9.47,3.84,0.00
9.55,8.35,8.76,10.48,4.98,8.61,6.29,5.57,6.75,6.27,8.60,6.09,6.44,4.68,7.72,8.61,4.74,7.66,8.04,7.17,1.00
4.63,7.75,11.20,10.85,4.14,5.16,5.34,3.10,7.25,4.96,9.14,4.32,8.01,4.62,10.72,5.07,6.91,6.93,5.49,3.75,1.00
9.09,6.13,10.85,10.62,12.26,8.20,7.52,11.09,5.35,6.06,9.47,4.12,7.51,9.81,10.87,6.29,7.26,7.61,9.78,6.35,1.00
9.00,10.28,4.22,5.15,4.44,13.00,5.47,3.42,7.99,8.24,3.93,9.17,7.77,12.31,12.31,6.50,6.69,4.74,4.55,3.41,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4.80,10.02,3.91,4.94,4.56,12.08,5.13,3.65,9.48,7.13,3.87,4.73,8.54,10.79,4.13,5.99,5.56,5.02,4.25,7.77,1.00
