10553_at,130576_at,132720_at,1525_at,154796_at,157285_at,163081_at,2172_at,2706_at,29968_at,3880_at,3936_at,4316_at,4998_at,5243_at,5746_at,6502_at,8460_at,8612_at,91607_at,label
9.34,7.34,7.15,8.15,6.94,9.87,7.66,4.12,10.52,9.22,14.40,10.43,5.46,7.52,3.57,4.42,7.01,9.26,10.36,4.79,1.00
4.80,5.15,10.93,4.77,13.10,8.70,8.49,4.57,4.08,11.35,4.05,11.90,4.27,8.69,3.72,4.33,9.37,6.86,4.19,9.36,1.00
9.81,4.37,6.06,8.00,8.91,8.55,7.67,6.24,7.28,10.54,4.37,5.36,4.63,7.54,6.42,4.25,6.67,7.98,6.88,3.84,0.00
8.58,4.37,7.71,4.79,9.07,8.49,6.85,5.91,9.78,11.82,11.64,7.32,4.32,8.04,8.21,4.47,8.07,9.70,4.23,8.12,0.00
3.80,9.14,3.62,8.49,9.40,7.12,8.02,5.89,10.07,11.45,3.88,6.19,4.17,7.06,3.74,4.10,6.63,9.00,6.69,8.94,1.00
9.14,4.76,8.18,5.65,10.67,7.73,6.56,4.58,4.13,11.57,3.73,5.55,4.25,7.08,3.72,4.08,8.56,10.47,9.26,3.34,1.00
4.45,4.65,5.00,5.26,8.21,5.12,8.87,4.56,4.04,13.08,4.36,5.79,3.95,7.89,3.93,4.49,8.96,7.43,4.43,3.49,1.00
8.88,4.26,7.38,5.57,8.79,3.86,8.01,4.33,3.89,10.97,5.30,6.91,4.02,8.11,3.65,3.90,8.54,6.50,4.50,9.09,1.00
9.69,4.63,6.39,4.51,10.63,9.85,7.28,6.70,6.76,11.93,13.33,4.93,6.71,6.92,7.42,4.05,5.85,8.30,8.83,9.08,0.00
4.62,4.34,3.90,4.56,9.21,5.85,8.55,4.37,4.16,4.92,4.67,11.92,4.19,9.12,4.07,4.77,8.05,4.72,4.67,9.74,1.00
8.43,4.25,9.26,6.03,6.36,6.47,7.21,8.87,4.34,12.32,3.77,11.65,4.31,8.71,5.60,4.33,7.76,6.91,4.62,3.57,1.00
9.85,4.41,9.81,8.96,6.83,11.33,6.21,5.05,9.38,10.29,14.23,4.73,12.33,4.66,3.74,4.40,5.23,5.36,11.25,3.84,0.00
9.55,7.79,8.14,7.98,9.12,8.35,6.95,7.02,4.65,9.87,14.55,8.61,3.72,6.75,3.83,4.16,7.06,4.74,7.66,7.17,1.00
4.63,4.35,4.64,9.03,7.13,7.75,8.80,4.34,4.40,10.91,3.66,5.16,3.89,7.25,3.97,4.37,7.03,6.91,6.93,3.75,1.00
9.09,7.17,7.09,4.79,7.55,6.13,6.95,5.93,5.24,9.65,5.38,8.20,4.23,5.35,4.07,4.66,6.06,7.26,7.61,6.35,1.00
9.00,7.10,6.08,4.42,7.41,10.28,8.38,5.30,4.95,10.06,3.99,13.00,4.68,7.99,5.57,4.33,7.25,6.69,4.74,3.41,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
4.80,5.23,10.62,5.12,6.06,10.02,8.50,4.40,4.12,10.20,4.31,12.08,4.21,9.48,3.76,4.51,7.47,5.56,5.02,7.77,1.00
6.51,4.84,11.19,6.62,6.84,9.92,8.91,5.05,4.32,10.13,4.40,11.80,4.45,9.23,3.87,4.66,7.24,6.20,3.98,3.95,1.00
7.10,7.58,10.56,8.43,8.79,9.42,8.95,4.39,4.54,10.42,14.06,7.00,4.28,6.76,3.71,6.34,6.62,5.78,7.26,3.78,0.00
9.97,7.97,7.31,10.06,10.59,10.41,7.74,4.49,5.05,10.33,13.63,10.35,4.28,7.22,8.04,5.94,9.04,7.72,7.30,3.82,0.00
8.53,4.56,7.97,4.34,11.09,7.38,8.11,4.01,4.07,11.66,4.03,7.32,4.31,6.57,3.96,4.47,5.23,7.90,5.00,7.28,0.00
4.34,4.52,7.61,9.60,6.78,10.09,6.90,4.73,4.69,11.98,12.33,5.81,4.03,7.41,10.24,4.36,6.53,8.21,4.49,3.84,0.00
9.97,9.21,7.28,8.51,6.74,9.40,3.99,6.34,11.96,10.48,5.97,6.23,11.45,6.60,3.73,4.13,7.31,6.70,10.05,6.96,1.00
9.77,4.45,7.78,8.74,8.66,9.83,7.78,4.85,6.13,9.61,14.01,9.52,12.00,6.97,4.88,4.32,6.23,6.27,9.61,8.31,0.00
9.11,11.41,9.41,8.36,7.15,10.13,7.33,5.92,6.49,10.82,10.53,4.83,4.27,7.40,4.20,4.51,7.07,8.06,8.73,3.37,1.00
9.35,4.17,8.59,7.91,8.27,9.39,7.03,5.60,11.89,9.23,14.18,5.25,12.34,6.21,4.08,4.19,7.20,6.73,10.25,3.77,0.00
6.47,9.09,3.63,5.86,9.79,9.67,7.29,4.70,7.60,9.82,3.65,5.85,8.31,5.27,3.78,3.97,5.00,9.66,7.16,4.32,0.00
9.45,4.92,6.04,10.53,9.87,8.58,8.26,4.16,9.67,11.48,10.72,5.53,4.19,8.66,11.44,8.00,7.36,5.85,11.11,3.78,0.00
7.50,4.78,10.75,4.74,7.10,10.23,8.61,9.19,4.27,5.31,4.32,12.15,4.52,9.19,3.97,4.37,6.83,5.06,3.60,6.84,1.00
10.67,5.53,8.96,5.01,9.86,9.36,6.97,7.61,12.61,11.45,12.78,5.44,4.58,7.80,3.98,4.30,8.06,4.35,10.14,3.85,1.00
8.50,5.07,11.63,7.95,10.50,5.84,7.48,5.02,4.55,11.79,3.92,5.53,4.13,7.18,11.85,4.38,8.66,6.87,4.75,3.55,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8.83,10.86,5.44,7.86,12.82,11.39,7.43,4.56,6.25,9.73,14.28,5.42,4.20,6.74,4.90,4.48,8.61,6.01,9.37,3.77,0.00
10.64,4.40,8.96,7.19,8.19,10.14,7.97,4.08,6.82,10.38,13.95,4.92,10.31,6.51,8.49,4.04,5.84,6.45,8.02,3.83,0.00
7.51,9.93,8.17,9.88,10.12,8.12,8.75,4.91,4.61,11.74,11.71,5.87,10.59,6.39,6.75,9.75,6.61,8.19,6.67,4.09,0.00
9.21,7.57,8.66,4.91,6.82,9.53,7.96,4.39,6.10,9.59,11.41,8.25,6.30,7.19,3.60,7.75,6.12,7.61,8.02,6.86,0.00
8.89,4.42,9.13,7.06,7.60,6.01,7.53,4.40,3.89,11.77,5.16,13.19,4.22,6.21,3.91,4.33,6.73,7.20,3.94,8.21,1.00
10.31,8.02,8.62,9.58,9.10,9.43,8.49,10.44,10.79,10.16,11.37,4.99,3.97,7.41,3.91,4.18,6.11,6.38,5.36,8.59,1.00
9.18,7.52,7.96,6.55,8.28,9.02,7.97,7.07,7.59,11.90,12.88,9.03,10.02,5.34,7.84,4.09,4.40,6.02,7.54,3.67,0.00
7.92,4.41,8.24,7.95,7.00,9.45,8.21,7.58,4.25,12.40,11.78,9.37,12.65,4.95,3.62,8.60,4.83,7.00,8.46,3.82,0.00
8.54,4.53,6.06,4.41,7.65,10.52,7.51,5.36,4.03,10.92,14.25,5.41,4.59,6.24,4.35,4.08,6.65,7.76,8.88,3.88,0.00
7.27,4.89,10.57,4.21,6.78,8.24,8.74,4.24,7.22,9.64,3.84,12.67,4.23,8.41,4.00,6.64,7.93,4.93,4.48,9.78,1.00
9.59,4.41,5.16,7.93,9.37,6.30,9.11,4.29,4.20,11.68,4.01,9.72,4.17,6.68,4.02,4.32,6.90,8.19,6.53,3.71,0.00
8.03,4.71,8.69,8.55,10.55,6.73,8.37,4.71,4.39,10.65,4.92,6.62,3.99,7.41,3.72,4.20,7.73,7.64,7.47,8.74,1.00
6.29,4.61,10.06,4.43,6.39,6.77,7.75,4.93,4.01,11.31,4.21,10.75,4.09,8.11,6.16,8.03,7.40,7.41,4.12,4.74,1.00
4.53,8.47,5.51,10.39,6.34,4.94,7.81,4.59,4.40,11.32,4.00,5.26,4.19,8.07,3.81,4.12,8.08,7.18,4.62,3.49,1.00
10.15,7.01,7.69,8.83,9.88,9.81,8.37,6.26,5.40,9.85,10.55,9.29,4.32,6.81,9.55,4.66,6.77,8.46,8.08,5.68,0.00
9.68,5.00,8.51,6.13,6.25,7.24,6.40,8.21,3.96,9.80,4.21,8.70,4.06,7.93,4.15,4.03,6.68,8.97,8.86,6.99,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8.73,6.03,7.96,4.28,8.02,8.31,7.36,7.82,4.06,11.34,4.07,12.61,4.39,7.77,4.22,4.51,6.44,5.74,4.33,8.41,1.00
9.60,5.00,8.66,7.54,9.35,7.04,7.22,4.22,8.75,9.57,7.41,5.91,6.48,6.93,3.80,4.09,6.75,8.52,8.78,4.08,0.00
10.46,9.13,7.55,7.92,6.17,7.08,5.96,8.76,9.18,9.78,14.21,10.98,4.30,6.94,3.89,9.89,7.51,6.52,8.66,7.55,1.00
